Marker1-X,Marker1-Y,Marker1-Z,Marker2-X,Marker2-Y,Marker2-Z,Marker3-X,Marker3-Y,Marker3-Z,Marker4-X,Marker4-Y,Marker4-Z,L-A1-X,L-A1-Y,L-A1-Z,L-A2-X,L-A2-Y,L-A2-Z,L-A3-X,L-A3-Y,L-A3-Z,L-B1-X,L-B1-Y,L-B1-Z,L-B2-X,L-B2-Y,L-B2-Z,L-B3-X,L-B3-Y,L-B3-Z,L-C1-X,L-C1-Y,L-C1-Z,L-C2-X,L-C2-Y,L-C2-Z,L-C3-X,L-C3-Y,L-C3-Z,L-D1-X,L-D1-Y,L-D1-Z,L-D2-X,L-D2-Y,L-D2-Z,L-D3-X,L-D3-Y,L-D3-Z,L-E1-X,L-E1-Y,L-E1-Z,L-E2-X,L-E2-Y,L-E2-Z,L-E3-X,L-E3-Y,L-E3-Z,L-Wan-nei-X,L-Wan-nei-Y,L-Wan-nei-Z,L-Wan-1-X,L-Wan-1-Y,L-Wan-1-Z,L-Wan-2-X,L-Wan-2-Y,L-Wan-2-Z,L-Wan-wai-X,L-Wan-wai-Y,L-Wan-wai-Z,R-A1-X,R-A1-Y,R-A1-Z,R-A2-X,R-A2-Y,R-A2-Z,R-A3-X,R-A3-Y,R-A3-Z,R-B1-X,R-B1-Y,R-B1-Z,R-B2-X,R-B2-Y,R-B2-Z,R-B3-X,R-B3-Y,R-B3-Z,R-C1-X,R-C1-Y,R-C1-Z,R-C2-X,R-C2-Y,R-C2-Z,R-C3-X,R-C3-Y,R-C3-Z,R-D1-X,R-D1-Y,R-D1-Z,R-D2-X,R-D2-Y,R-D2-Z,R-D3-X,R-D3-Y,R-D3-Z,R-E1-X,R-E1-Y,R-E1-Z,R-E2-X,R-E2-Y,R-E2-Z,R-E3-X,R-E3-Y,R-E3-Z,R-Wan-nei-X,R-Wan-nei-Y,R-Wan-nei-Z,R-Wan-1-X,R-Wan-1-Y,R-Wan-1-Z,R-Wan-2-X,R-Wan-2-Y,R-Wan-2-Z,R-Wan-wai-X,R-Wan-wai-Y,R-Wan-wai-Z
205.730865,105.006401,753.429565,180.172943,97.690109,665.783447,162.591705,-432.626678,764.703857,178.059677,-397.264832,818.375732,225.945312,26.778131,875.119019,254.380966,19.508471,878.775574,288.145905,4.458672,870.866882,206.828308,39.863022,844.841492,203.56752,14.53874,862.990967,214.25647,-13.118689,877.603027,217.302231,39.870964,826.045166,209.021927,16.573725,835.8349,209.995117,-24.579945,857.455872,214.232224,28.244282,815.782532,205.791351,2.539105,825.61499,207.508133,-36.556904,838.332397,213.623352,3.523823,809.118164,206.76947,-21.086613,811.578857,208.589767,-48.477325,817.948792,310.950287,-21.055525,846.079956,274.897217,-53.364689,859.593201,275.516235,-67.154549,832.227112,288.169373,-67.049004,798.301147,170.407623,165.655533,710.466614,175.681152,193.808456,733.989807,186.045609,226.065643,747.913391,183.161621,178.828629,689.93396,154.966873,165.746109,689.755066,130.039474,192.087463,704.404236,181.288528,190.139328,681.806824,156.245514,175.000992,663.822327,128.155045,207.747574,669.550415,nan,nan,nan,148.985657,190.27446,647.46814,127.9757,225.389145,658.556946,178.507416,202.526184,639.203369,154.516235,215.058655,629.342407,147.069016,243.196289,646.84967,186.054916,267.233795,751.799744,146.937881,253.194153,724.016785,159.773071,279.701538,703.94812,189.857803,306.695007,696.92627
205.719513,105.019386,753.442017,180.164352,97.715607,665.774597,162.593689,-432.621674,764.710754,178.090515,-397.229645,818.414795,225.963837,26.806213,875.107788,254.425461,19.530495,878.779358,288.156189,4.470842,870.878967,206.833023,39.877674,844.859497,203.572311,14.523849,863.035583,214.267761,-13.094102,877.598328,217.276779,39.901634,826.058167,208.965729,16.544794,835.876831,210.032288,-24.549131,857.430115,214.221603,28.267717,815.8125,205.771545,2.57113,825.669495,207.523529,-36.535988,838.338806,213.549713,3.535006,809.132629,206.78656,-21.090525,811.583984,208.584763,-48.471992,817.958374,310.967072,-21.054493,846.084961,274.921509,-53.289928,859.568604,275.498627,-67.15023,832.245239,288.167664,-67.045158,798.33551,170.527939,165.651001,710.525269,175.770813,193.848373,734.002258,186.079285,226.116821,747.963074,183.25174,178.762192,689.964661,155.240082,165.753906,689.885315,130.125748,191.942932,704.453979,181.483032,190.163727,681.822327,156.495102,175.013153,663.762146,128.2771,207.698288,669.521729,nan,nan,nan,149.163101,190.237961,647.447388,128.071381,225.312363,658.509033,178.608536,202.582611,639.150635,154.512772,214.997879,629.32074,147.419098,242.7164,646.697876,186.026581,267.308868,751.780273,146.914673,253.199707,723.993408,159.753189,279.714905,703.923889,189.711975,306.689636,696.898254
205.718323,105.037498,753.431763,180.172104,97.711197,665.779846,162.59465,-432.622406,764.772034,178.080002,-397.227356,818.455078,225.964813,26.795008,875.143311,254.375122,19.503839,878.81134,288.157654,4.43111,870.893982,206.803757,39.879215,844.867126,203.573654,14.590827,863.004822,214.245651,-13.109067,877.625488,217.283737,39.901932,826.046143,208.992493,16.669195,835.791748,209.991119,-24.501406,857.450256,214.180679,28.264425,815.843567,205.746368,2.638134,825.598999,207.507095,-36.515884,838.355408,213.536819,3.558659,809.130249,206.769791,-21.067762,811.587952,208.582809,-48.436813,817.954468,310.945465,-21.021091,846.07074,274.901581,-53.291077,859.578979,275.521301,-67.133507,832.236023,288.164093,-67.017288,798.350464,170.774948,165.663925,710.62384,175.628754,193.624237,734.270752,186.142776,226.202835,748.033264,183.462112,178.732422,690.020142,155.456985,165.687881,690.001831,130.231812,191.905899,704.389282,nan,nan,nan,156.572998,174.980545,663.793213,128.36055,207.615982,669.524597,nan,nan,nan,149.332245,190.220322,647.441406,128.15477,225.242325,658.488342,178.709625,202.589264,639.135498,154.621979,214.988861,629.299744,147.102112,243.062012,646.897583,186.021118,267.355621,751.782043,146.958145,253.175385,723.922607,159.784073,279.724274,703.885193,189.666672,306.700317,696.853699
205.703079,105.05648,753.412903,180.163177,97.712578,665.77063,162.598099,-432.603577,764.80188,178.086166,-397.206146,818.480957,225.962463,26.796095,875.157654,254.395889,19.522406,878.824768,288.131042,4.45799,870.903137,206.802368,39.904366,844.873047,203.560745,14.563046,863.031921,214.280884,-13.091911,877.622192,217.289841,39.941479,826.061646,208.985107,16.60807,835.876099,209.992493,-24.535143,857.468689,214.22052,28.324842,815.829224,205.748398,2.572258,825.674194,207.511978,-36.51199,838.350891,213.542892,3.57819,809.167419,206.798706,-21.046263,811.592834,208.586624,-48.406578,817.985535,310.95752,-21.022623,846.07843,274.926575,-53.266499,859.591309,275.496735,-67.106705,832.244263,288.169647,-66.945015,798.313965,171.021713,165.653595,710.693176,175.854599,193.758499,734.320862,186.203247,226.228317,748.067871,183.604721,178.720703,690.094482,155.678146,165.614212,690.061707,130.537079,191.783737,704.564209,181.626175,189.947189,681.905945,156.803589,175.037781,663.583496,128.492172,207.546204,669.513184,nan,nan,nan,149.419617,190.180283,647.41803,128.208633,225.187653,658.524597,178.720474,202.625671,639.142883,154.595566,214.904129,629.350098,147.450912,242.647003,646.726074,186.013901,267.394531,751.775696,147.009445,253.151016,723.923279,159.737869,279.721161,703.891418,189.61084,306.760681,696.802551
205.680298,105.070786,753.441345,180.146317,97.727615,665.786011,162.600143,-432.602295,764.830261,178.095367,-397.18515,818.523682,225.947235,26.842997,875.172791,254.455948,19.600002,878.791077,288.129059,4.453907,870.921631,206.838303,39.944218,844.905823,203.583969,14.623185,863.073242,214.247818,-13.077564,877.623901,217.243179,39.897091,826.072693,208.977341,16.609591,835.910339,210.018921,-24.492811,857.497864,214.205093,28.333342,815.822998,205.744324,2.60641,825.694275,207.510162,-36.492062,838.357788,213.52832,3.556078,809.177063,206.788376,-21.033119,811.617371,208.599472,-48.403481,817.996887,310.95636,-21.026173,846.110229,274.932861,-53.255867,859.60321,275.498108,-67.112083,832.244141,288.189728,-66.944466,798.34906,171.306442,165.62529,710.697144,175.999588,193.683258,734.311035,186.367249,226.291962,748.063843,183.891449,178.714935,690.074036,155.979233,165.478516,690.193909,130.737274,191.668121,704.640747,181.754074,190.021317,681.869507,157.023056,174.954819,663.563171,128.507172,207.465302,669.557922,nan,nan,nan,149.4897,190.156952,647.390808,128.252213,225.159561,658.593567,178.862335,202.665451,639.08728,154.643982,214.927917,629.316833,147.473587,242.672958,646.751709,186.064957,267.435303,751.791321,147.042633,253.077484,723.880737,159.747742,279.711761,703.860474,189.653976,306.730865,696.792419
205.686081,105.063255,753.426147,180.129639,97.721596,665.792175,162.616196,-432.594421,764.865662,178.087341,-397.171173,818.533325,225.971191,26.863102,875.175903,254.419876,19.561069,878.83313,288.132721,4.522188,870.908264,206.8396,39.94392,844.933533,203.569412,14.612507,863.115417,214.261597,-13.059075,877.647583,217.283279,39.941189,826.079407,208.978058,16.61429,835.921204,210.019104,-24.505865,857.505432,214.195877,28.34951,815.882507,205.746048,2.617008,825.713623,207.515472,-36.485523,838.365173,213.543701,3.596321,809.199829,206.774445,-21.009699,811.602844,208.59903,-48.375797,817.998596,310.944,-21.027161,846.114441,274.944092,-53.206383,859.589233,275.519318,-67.062202,832.254333,288.157837,-66.957993,798.367249,171.583633,165.612625,710.762939,176.172134,193.682617,734.330872,186.508041,226.32431,748.05365,184.081406,178.681549,690.156738,156.21814,165.416641,690.32312,130.890594,191.570068,704.635742,181.794678,189.893738,681.799927,157.025146,174.940414,663.539978,128.583832,207.400055,669.57074,nan,nan,nan,149.472305,190.144485,647.395569,128.263535,225.083481,658.605591,178.870209,202.699478,639.040405,154.650986,214.909515,629.312073,147.469406,242.63179,646.713257,186.110992,267.478638,751.752258,147.118073,253.075485,723.878845,159.728256,279.719391,703.879883,189.608063,306.857086,696.875
205.684097,105.08847,753.403503,180.130127,97.745003,665.78595,162.621429,-432.575745,764.88678,178.0914,-397.154266,818.597839,225.996384,26.897694,875.166504,254.449097,19.594439,878.830322,288.152283,4.474951,870.968994,206.818207,39.970047,844.912415,203.587753,14.654375,863.087585,214.275833,-13.039382,877.650146,217.268127,39.975922,826.0979,208.955658,16.660048,835.934509,210.008484,-24.47336,857.510864,214.194778,28.399677,815.860229,205.754532,2.634442,825.729004,207.517303,-36.45068,838.393616,213.555038,3.627212,809.177368,206.774902,-20.984203,811.612549,208.582275,-48.359993,817.989929,310.959198,-20.975727,846.092285,274.919373,-53.212254,859.625122,275.501556,-67.0364,832.240723,288.181946,-66.898026,798.360046,171.861755,165.635513,710.907471,176.321701,193.789322,734.497131,186.579605,226.440353,748.143372,184.245377,178.613693,690.317261,156.551788,165.341537,690.440735,131.145782,191.462662,704.741272,181.942368,189.763153,681.770386,157.032654,174.848877,663.559937,128.663132,207.345337,669.602539,nan,nan,nan,149.463898,190.086777,647.39209,128.297211,225.021362,658.621704,178.905334,202.742615,638.983154,154.712891,214.898941,629.289917,147.429428,242.64621,646.729004,186.115662,267.549133,751.782471,147.126617,253.05278,723.894775,159.696274,279.740631,703.846802,189.605881,306.836945,696.803772
205.682846,105.111206,753.421631,180.142273,97.751984,665.765625,162.667221,-432.543549,764.910156,178.107086,-397.151764,818.61261,225.978317,26.888304,875.189636,254.443405,19.608679,878.801575,288.135681,4.509915,870.957825,206.815338,39.943695,844.919739,203.55777,14.656786,863.101013,214.268005,-13.032475,877.640747,217.254211,39.966312,826.089783,208.978821,16.695656,835.933838,209.981384,-24.437664,857.505554,214.192032,28.39949,815.884155,205.712234,2.730268,825.645752,207.501373,-36.436703,838.390808,213.537247,3.649127,809.194336,206.775925,-20.974566,811.630066,208.572647,-48.310501,818.012268,310.960449,-20.967686,846.101624,274.925659,-53.151745,859.592407,275.478729,-67.027023,832.26178,288.17804,-66.841003,798.340332,172.091217,165.628494,711.202698,176.471466,193.783081,734.735168,186.723282,226.61734,748.307861,184.569489,178.52179,690.616272,156.916412,165.282486,690.686707,131.34462,191.391129,704.916199,182.014648,189.765701,681.837891,157.05719,174.660431,663.695618,128.718887,207.232315,669.675293,nan,nan,nan,149.457825,189.943192,647.4776,128.266861,224.937943,658.70636,178.858673,202.550354,639.096069,154.696136,214.806641,629.293884,147.487152,242.588165,646.72052,186.063171,267.640198,751.789368,147.175369,253.10733,723.831543,159.725128,279.726196,703.76886,189.615326,306.914459,696.709106
205.678009,105.11454,753.414124,180.147491,97.756332,665.762878,162.669556,-432.541229,764.938232,178.129715,-397.124146,818.628479,225.950394,26.955114,875.193054,254.422943,19.630291,878.807556,288.124237,4.608769,870.95874,206.752655,39.974548,844.913635,203.578735,14.723561,863.09729,214.241684,-13.000204,877.66748,217.245102,40.015041,826.098267,208.960083,16.713173,835.920044,209.989197,-24.390924,857.505005,214.197372,28.387781,815.877869,205.742981,2.708234,825.726135,207.498169,-36.401672,838.424255,213.533646,3.655296,809.178833,206.767639,-20.953794,811.620056,208.557602,-48.326344,818.030823,310.935944,-20.953791,846.101746,274.927368,-53.144005,859.598816,275.472534,-67.01844,832.267334,288.170532,-66.856804,798.405273,172.449249,165.69252,711.716064,176.669647,194.025421,735.138306,186.744232,226.82283,748.580444,184.895096,178.691391,690.994446,157.358307,165.237061,691.221985,131.624268,191.316467,705.075684,182.043274,189.47197,682.173401,157.059769,174.368515,664.110657,128.821808,207.088593,669.752502,nan,nan,nan,149.566483,189.696136,647.650879,128.406982,224.772812,658.741333,178.908783,202.383408,639.121155,154.848282,214.640915,629.299377,147.535538,242.438232,646.669128,185.929352,267.795837,751.836243,147.156555,253.123276,723.760864,159.724304,279.78244,703.660583,189.747925,307.012421,696.570251
205.678162,105.122414,753.399536,180.140625,97.786575,665.733093,162.717896,-432.496307,764.965759,178.143005,-397.112366,818.652344,225.979538,26.92202,875.18103,254.457489,19.690033,878.800171,288.142242,4.589394,870.931946,206.767578,40.021828,844.904907,203.581512,14.73234,863.101013,214.270813,-12.943092,877.627075,217.268799,40.050671,826.087646,208.99176,16.762735,835.889099,209.961456,-24.342903,857.505249,214.246857,28.460716,815.845215,205.71936,2.707071,825.728638,207.486191,-36.385273,838.398926,213.537308,3.670297,809.183044,206.769592,-20.919546,811.623901,208.563446,-48.293144,818.03363,310.94104,-20.923805,846.097717,274.897278,-53.176136,859.637817,275.484131,-66.960754,832.25946,288.115051,-66.673584,798.493469,172.774231,165.728836,712.353943,176.802734,194.193863,735.675476,186.802521,227.280396,749.058044,185.394836,178.676208,691.680786,157.873734,165.036942,691.838806,131.89032,191.119156,705.356567,182.360199,189.443771,682.502869,157.411469,174.173309,664.249939,129.004303,206.800064,669.931885,nan,nan,nan,149.797119,189.427292,647.889832,128.546402,224.438095,658.822144,179.234955,202.283051,639.353882,154.96376,214.350403,629.445068,147.733856,242.156158,646.666748,185.878876,268.072479,751.917114,147.184372,253.249008,723.65802,159.789703,279.799652,703.528381,189.760742,307.074829,696.436462
205.656693,105.135567,753.408936,180.143082,97.789917,665.753784,162.751846,-432.494293,764.993896,178.150146,-397.100739,818.676147,225.968506,26.963978,875.159302,254.397095,19.656614,878.820435,288.132751,4.707882,870.925781,206.8069,40.080685,844.908447,203.568039,14.792178,863.065186,214.262283,-12.927491,877.657837,217.281891,40.086918,826.070801,208.955902,16.764294,835.899292,209.998581,-24.334156,857.509216,214.216263,28.477852,815.872864,205.711533,2.757375,825.751465,207.514801,-36.34547,838.429016,213.530899,3.680105,809.173584,206.800568,-20.883974,811.619324,208.558655,-48.24231,818.061401,310.942627,-20.903694,846.096313,274.928406,-53.121059,859.642517,275.466919,-66.956429,832.272095,288.16626,-66.811638,798.421326,173.193832,165.780197,713.09552,176.92337,194.429031,736.325684,186.769867,227.588226,749.492371,185.771484,178.610504,692.427063,158.481308,164.948669,692.52179,132.336105,190.955093,705.793945,182.552521,189.062302,682.803955,157.597885,173.664581,664.914673,129.307251,206.428772,670.154846,nan,nan,nan,150.242569,188.823288,648.297546,128.813477,224.11496,658.883423,179.021545,201.555328,640.532227,155.223846,213.984375,629.628479,147.903885,241.954453,646.714478,185.74913,268.322174,752.032715,147.187134,253.315262,723.583191,159.781738,279.758514,703.384338,189.743774,307.106018,696.359924
205.677795,105.173439,753.38147,180.113861,97.808502,665.741394,162.769699,-432.47348,765.023071,178.201508,-397.074493,818.706787,225.947388,26.991787,875.156738,254.405548,19.692085,878.844666,288.157928,4.728752,870.940613,206.777496,40.107414,844.913086,203.592209,14.806306,863.073792,214.262772,-12.910821,877.639648,217.327988,40.157665,826.046875,208.950775,16.813772,835.915588,209.97757,-24.253334,857.490601,214.261185,28.487679,815.85083,205.725616,2.781178,825.752808,207.506058,-36.327602,838.415405,213.546326,3.699351,809.19635,206.801559,-20.858418,811.659119,208.568069,-48.233047,818.04657,310.948578,-20.834015,846.069763,274.910553,-53.108852,859.673523,275.47879,-66.922966,832.263489,288.106628,-66.681381,798.550781,173.623123,165.81546,713.862183,177.130585,194.711456,736.870483,186.76767,227.92038,749.968933,186.292084,178.593887,693.121704,159.069046,164.762253,693.278992,132.727005,190.764282,706.140991,182.900284,188.793442,683.351807,158.024048,173.269745,665.447021,129.70961,206.050537,670.325134,nan,nan,nan,150.699112,188.370941,648.596069,129.185944,223.635544,659.01123,179.266693,201.249237,640.814148,155.473648,213.577515,629.783325,148.130829,241.494049,646.766602,185.611679,268.580048,752.132385,147.168045,253.279449,723.542664,159.824066,279.728577,703.260132,189.760849,307.121429,696.234619
205.654373,105.178078,753.397095,180.129944,97.804413,665.739746,162.826263,-432.45639,765.045166,178.221054,-397.050232,818.744873,225.981262,27.064074,875.166809,254.413071,19.75289,878.815552,288.118988,4.665957,870.988098,206.781891,40.12677,844.898254,203.597427,14.821876,863.050842,214.278778,-12.873072,877.644592,217.266556,40.100849,826.095154,208.94249,16.815296,835.917847,210.002548,-24.288454,857.506165,214.228912,28.51755,815.87738,205.719299,2.790926,825.710632,207.495743,-36.282887,838.420898,213.56636,3.734522,809.184204,206.779861,-20.83392,811.69104,208.56871,-48.206081,818.053894,310.928986,-20.848881,846.10791,274.899445,-53.090508,859.693542,275.46875,-66.913445,832.301819,288.147247,-66.782288,798.414795,173.948975,165.838089,714.589966,177.207382,194.843918,737.43573,186.78772,228.309753,750.355652,186.744858,178.463989,693.828613,159.569244,164.541946,693.935974,133.061951,190.571457,706.484741,183.320984,188.626022,683.676758,158.701859,173.042328,665.695007,130.07399,205.649567,670.545776,nan,nan,nan,151.142166,187.909897,648.948792,129.504578,223.191132,659.137878,179.691986,200.969788,641.035767,155.81366,213.115906,630.02594,148.370453,241.221466,646.818848,185.478424,268.795441,752.23645,147.224548,253.3367,723.517517,159.903198,279.685333,703.221741,189.751343,307.126648,696.176453
205.655319,105.21125,753.400085,180.101364,97.807205,665.755127,162.858521,-432.434784,765.091064,178.247787,-397.051575,818.785217,225.945419,27.026924,875.225708,254.449753,19.808844,878.865112,288.132111,4.66356,870.980896,206.822739,40.158886,844.934875,203.591171,14.798285,863.112244,214.272736,-12.862986,877.642517,217.276062,40.125515,826.11676,208.923294,16.850201,835.944458,209.989151,-24.273766,857.541931,214.228378,28.557875,815.893616,205.701233,2.901578,825.656372,207.537781,-36.288445,838.441772,213.504623,3.73385,809.212097,206.806641,-20.783251,811.7052,208.565659,-48.188667,818.063354,310.975189,-20.831837,846.111511,274.92984,-53.02198,859.641907,275.485107,-66.88179,832.287231,288.189819,-66.760437,798.446289,174.251648,165.882339,715.221252,177.296188,194.936844,737.874756,186.800659,228.473328,750.716064,187.025909,178.266647,694.361572,160.072571,164.304779,694.561035,133.46698,190.388412,706.74115,183.603973,188.273392,684.124084,159.20961,172.728241,666.105042,130.458527,205.258606,670.705383,nan,nan,nan,151.522476,187.528839,649.298279,129.88028,222.82309,659.298706,180.005859,200.642151,641.439209,156.109985,212.72934,630.255737,148.61557,240.836777,646.850647,185.408081,268.944214,752.375549,147.51767,253.253708,723.515747,159.981339,279.593384,703.170044,189.796356,307.111023,696.173096
205.629272,105.214722,753.401733,180.126083,97.819145,665.748901,162.90004,-432.428101,765.110046,178.299026,-397.02359,818.796997,225.964447,27.07169,875.24884,254.441666,19.799917,878.888916,288.143494,4.747169,870.96698,206.782379,40.207108,844.947021,203.610153,14.852923,863.118774,214.27449,-12.812528,877.662903,217.290619,40.180489,826.124451,208.962494,16.858847,835.953003,210.019592,-24.224707,857.543213,214.246185,28.603067,815.904785,205.686981,2.844901,825.787109,207.526428,-36.240921,838.433105,213.565979,3.753224,809.228699,206.803513,-20.790739,811.707825,208.548615,-48.150131,818.072449,310.973267,-20.759888,846.092224,274.924683,-53.038101,859.690552,275.493164,-66.859856,832.290283,288.14743,-66.756149,798.467163,174.455597,165.836502,715.805237,177.482391,195.027603,738.17511,186.820923,228.597214,750.97168,187.42897,178.098007,694.893921,160.428314,164.106277,695.104004,133.690613,190.176086,707.0578,183.964172,188.000336,684.472961,159.540268,172.36293,666.459778,130.775192,204.892471,670.927551,nan,nan,nan,151.908875,187.098389,649.547546,130.163712,222.433853,659.432617,180.23497,200.326492,641.510193,156.277023,212.342331,630.494141,148.789841,240.591629,646.972595,185.421021,268.993469,752.480286,147.599869,253.174576,723.557068,160.071198,279.441742,703.131897,189.850067,306.988281,696.070496
205.653275,105.22509,753.410217,180.116516,97.844048,665.762024,162.93074,-432.421509,765.136658,178.323105,-397.004272,818.826782,225.991226,27.098993,875.282471,254.478836,19.813391,878.906982,288.139526,4.753449,870.997864,206.843475,40.20887,844.979431,203.599152,14.841406,863.14325,214.278351,-12.826375,877.688782,217.344284,40.245049,826.126892,208.964691,16.882284,835.979187,209.998291,-24.234421,857.607544,214.239075,28.610538,815.93457,205.703705,2.853194,825.76947,207.537384,-36.231041,838.477417,213.591446,3.824324,809.209045,206.804749,-20.725119,811.720947,208.548996,-48.159836,818.085754,310.993286,-20.785664,846.113037,274.920044,-53.051365,859.666809,275.508179,-66.835754,832.31012,288.13089,-66.695045,798.434509,174.485504,165.817719,716.367676,177.490845,195.115555,738.557617,186.891418,228.729736,751.255615,187.641434,177.988373,695.245422,160.625763,163.866089,695.641357,133.885757,190.067551,707.390686,184.198425,187.65242,684.769165,159.787338,172.005096,666.797668,131.043793,204.575974,671.117493,nan,nan,nan,152.116333,186.778168,649.830017,130.371048,222.108536,659.624939,179.959564,199.713959,641.450684,156.399857,212.013855,630.645264,148.918945,240.319092,647.074097,185.503662,269.084869,752.562805,147.66214,253.086395,723.651978,160.174606,279.318237,703.177124,189.886383,307.003784,696.141541
205.630646,105.228958,753.410034,180.16774,97.868881,665.734375,162.963867,-432.409729,765.139221,178.358887,-396.992157,818.849426,225.988556,27.094275,875.288757,254.49971,19.832096,878.882202,288.162994,4.79519,870.967163,206.826019,40.226692,844.976074,203.604233,14.886197,863.142944,214.330566,-12.802296,877.687134,217.330688,40.267139,826.169556,208.986282,16.913658,835.997253,210.044357,-24.204588,857.577271,214.260269,28.621904,815.970459,205.733902,2.891773,825.793274,207.527527,-36.17897,838.475891,213.589172,3.829401,809.236694,206.791718,-20.742104,811.749756,208.572754,-48.119362,818.082275,310.975983,-20.778244,846.137207,274.958374,-52.999214,859.645142,275.506195,-66.839058,832.29834,288.064911,-66.613091,798.561096,174.374512,165.731064,717.009033,177.475021,195.161804,738.816284,186.906601,228.860016,751.464905,187.721298,177.618225,695.829651,160.67099,163.631744,696.135315,134.021362,189.943008,707.727051,184.36235,187.497498,685.069458,159.704956,171.440842,667.510864,131.225571,204.312103,671.379089,nan,nan,nan,152.31044,186.424805,650.123413,130.530411,221.797318,659.820557,179.902115,199.468369,641.615295,156.321457,211.674545,630.832886,148.834183,240.144409,647.278503,185.610382,269.166626,752.612854,147.662643,253.034683,723.77301,160.288589,279.179749,703.180969,189.970184,306.871857,696.053528
205.651825,105.218498,753.400513,180.159286,97.847321,665.750732,162.972122,-432.402161,765.145325,178.375122,-396.994354,818.861389,226.009918,27.124857,875.265625,254.496658,19.869539,878.845337,288.147247,4.83231,870.965454,206.861816,40.198933,845.019714,203.628448,14.890348,863.14856,214.302185,-12.798327,877.721008,217.389114,40.302742,826.157776,208.98587,16.908524,836.000732,210.037476,-24.221357,857.595215,214.275421,28.662653,815.964111,205.714783,2.867615,825.781311,207.542236,-36.176548,838.485168,213.574432,3.863105,809.253235,206.812988,-20.725578,811.753235,208.574722,-48.110081,818.080566,311.011871,-20.696297,846.096436,274.953949,-53.026188,859.689758,275.499359,-66.810989,832.324585,288.109406,-66.671356,798.401917,174.122391,165.778091,717.651001,177.317245,195.277771,739.164368,186.86911,229.036606,751.759155,187.676132,176.933609,696.291138,160.543991,163.452469,696.703735,133.954895,189.884155,708.090576,184.513306,187.10025,685.585022,159.934097,171.177704,667.872742,131.306961,203.99585,671.686646,nan,nan,nan,152.366913,186.056793,650.477173,130.637146,221.493729,660.05249,179.947723,199.176514,641.788452,156.231079,211.41658,631.078613,148.812073,239.973831,647.487122,185.621765,269.230927,752.72644,147.723801,253.096313,723.836182,160.362259,279.104401,703.185791,189.984344,306.798309,696.06842
205.664963,105.242409,753.387329,180.174408,97.864227,665.736938,162.987198,-432.398682,765.16748,178.387497,-396.974945,818.880005,226.029663,27.127113,875.242737,254.46048,19.848822,878.884521,288.178589,4.838169,870.952209,206.908356,40.249397,845.008606,203.672302,14.903701,863.154419,214.293869,-12.802252,877.708679,217.375107,40.269524,826.186829,209.001678,16.906836,835.999084,210.048279,-24.189505,857.59668,214.31543,28.638777,815.967651,205.749237,2.860183,825.777161,207.535263,-36.184341,838.485291,213.585922,3.834963,809.245422,206.79921,-20.73242,811.775085,208.579819,-48.116711,818.106079,311.031006,-20.72533,846.10022,274.947205,-52.982697,859.670227,275.52121,-66.815277,832.297913,288.150452,-66.683258,798.437439,173.787842,165.809387,718.30542,177.078964,195.37616,739.51355,186.734131,229.133072,751.97699,187.563217,176.839066,696.824707,160.331711,163.31192,697.221436,133.793167,189.958725,708.374207,184.587738,186.974701,685.912903,159.891632,170.874115,668.360229,131.383957,203.807098,671.951294,nan,nan,nan,152.451065,185.715073,650.826294,130.872787,221.117355,660.232971,179.949768,198.829865,642.136719,156.139725,211.059555,631.294678,148.863495,239.774033,647.610291,185.62532,269.307343,752.801086,147.706863,253.16571,723.91864,160.468109,279.055298,703.200562,190.050568,306.753662,695.997253
205.662521,105.239098,753.404236,180.162521,97.84668,665.756287,162.975647,-432.386627,765.176514,178.369247,-396.97403,818.899841,226.023682,27.120728,875.239807,254.502716,19.846495,878.871216,288.172913,4.810118,870.984558,206.917923,40.286106,845.000305,203.682449,14.88553,863.174561,214.332855,-12.83129,877.701843,217.427277,40.302937,826.159241,209.030945,16.920889,835.982483,210.057831,-24.208124,857.605591,214.357361,28.670191,815.977661,205.791702,2.950472,825.67511,207.568954,-36.169228,838.495056,213.643036,3.892216,809.262634,206.847763,-20.722036,811.737671,208.594467,-48.109894,818.089233,311.040955,-20.721012,846.117188,274.961334,-53.012226,859.674988,275.535828,-66.809105,832.272888,288.127716,-66.473297,798.491211,173.279648,165.790619,718.93512,176.694778,195.521194,739.804077,186.403305,229.229645,752.285828,187.321365,176.640503,697.316223,159.998383,163.176117,697.708618,133.527466,190.007172,708.64679,184.440491,186.728058,686.452759,159.919937,170.677292,668.764465,131.459213,203.682495,672.12439,nan,nan,nan,152.508026,185.4431,651.246582,130.944412,220.937973,660.408813,179.97908,198.624451,642.344177,156.252838,210.774338,631.558105,148.912125,239.55542,647.717224,185.563858,269.383698,752.881836,147.627457,253.222717,723.988525,160.563309,278.987335,703.133972,190.139252,306.652954,695.920288
