Marker1-X,Marker1-Y,Marker1-Z,Marker2-X,Marker2-Y,Marker2-Z,Marker3-X,Marker3-Y,Marker3-Z,Marker4-X,Marker4-Y,Marker4-Z,L-A1-X,L-A1-Y,L-A1-Z,L-A2-X,L-A2-Y,L-A2-Z,L-A3-X,L-A3-Y,L-A3-Z,L-B1-X,L-B1-Y,L-B1-Z,L-B2-X,L-B2-Y,L-B2-Z,L-B3-X,L-B3-Y,L-B3-Z,L-C1-X,L-C1-Y,L-C1-Z,L-C2-X,L-C2-Y,L-C2-Z,L-C3-X,L-C3-Y,L-C3-Z,L-D1-X,L-D1-Y,L-D1-Z,L-D2-X,L-D2-Y,L-D2-Z,L-D3-X,L-D3-Y,L-D3-Z,L-E1-X,L-E1-Y,L-E1-Z,L-E2-X,L-E2-Y,L-E2-Z,L-E3-X,L-E3-Y,L-E3-Z,L-Wan-nei-X,L-Wan-nei-Y,L-Wan-nei-Z,L-Wan-1-X,L-Wan-1-Y,L-Wan-1-Z,L-Wan-2-X,L-Wan-2-Y,L-Wan-2-Z,L-Wan-wai-X,L-Wan-wai-Y,L-Wan-wai-Z,R-A1-X,R-A1-Y,R-A1-Z,R-A2-X,R-A2-Y,R-A2-Z,R-A3-X,R-A3-Y,R-A3-Z,R-B2-X,R-B2-Y,R-B2-Z,R-B3-X,R-B3-Y,R-B3-Z,R-C2-X,R-C2-Y,R-C2-Z,R-C3-X,R-C3-Y,R-C3-Z,R-D2-X,R-D2-Y,R-D2-Z,R-D3-X,R-D3-Y,R-D3-Z,R-E1-X,R-E1-Y,R-E1-Z,R-E2-X,R-E2-Y,R-E2-Z,R-E3-X,R-E3-Y,R-E3-Z,R-Wan-nei-X,R-Wan-nei-Y,R-Wan-nei-Z,R-Wan-1-X,R-Wan-1-Y,R-Wan-1-Z,R-Wan-2-X,R-Wan-2-Y,R-Wan-2-Z,R-Wan-wai-X,R-Wan-wai-Y,R-Wan-wai-Z
307.008606,129.45314,755.202759,282.222534,115.738304,668.270752,351.742462,-407.685608,781.945862,362.085571,-368.636353,834.208679,322.359344,-157.028915,798.103699,354.530701,-159.21402,808.88916,379.598145,-150.946472,786.136597,322.13858,-201.838303,761.346375,308.192841,-220.683731,740.99115,341.287506,-223.796524,727.939636,321.135742,-146.795258,773.373962,295.205322,-162.052673,764.391296,314.112579,-193.98558,732.837463,317.671021,-122.568642,768.423828,303.342621,-147.240479,756.310303,312.555573,-174.221542,726.004089,297.898438,-129.280457,756.117065,297.23642,-145.338058,735.267883,309.522919,-161.682098,713.824585,406.734192,-143.186127,756.053101,386.294006,-180.37558,730.19519,384.415619,-162.460571,705.104919,388.57547,-130.048203,689.705322,267.53241,157.066467,692.374146,275.733429,181.955215,714.018311,282.790039,213.535065,731.887756,255.027939,160.507919,668.52417,228.338669,171.783829,692.289978,249.58461,165.884781,649.044495,216.210114,186.403168,667.586304,233.200729,180.410095,639.00531,207.374695,204.14299,662.245667,225.651947,199.045456,619.284973,204.519592,216.513641,628.315308,210.284409,235.700562,654.496704,271.722015,255.823822,744.708557,235.375183,229.459015,723.531921,231.883118,261.941406,706.69751,250.526321,296.355835,694.464417
307.084351,129.293259,755.221191,282.28421,115.642891,668.290649,351.670685,-407.881317,781.53064,362.043152,-368.89328,833.795715,322.305084,-157.240829,797.844604,354.429993,-159.550003,808.676758,379.560211,-151.295029,786.031311,322.140564,-201.990753,761.093323,308.06546,-220.716064,740.693848,341.202179,-223.801697,727.383423,321.21637,-146.931534,773.47522,295.29892,-162.202469,764.42572,314.013397,-193.992249,732.693054,317.813568,-122.638809,768.613342,303.427948,-147.258911,756.359497,312.474548,-174.066269,725.917542,298.079742,-129.126404,756.403809,297.447632,-144.880524,735.286194,309.52597,-161.242691,713.79248,406.79007,-143.610184,755.988892,386.244385,-180.479446,729.950989,384.32074,-162.634827,704.620789,388.47879,-129.721573,689.808533,267.710602,156.755112,692.809631,275.950104,181.945877,714.199585,283.108673,213.345215,732.198364,255.177673,160.17775,668.934509,228.517883,171.55867,692.671997,249.70575,165.562485,649.355408,216.370926,186.149063,667.932129,233.448242,180.102081,639.285339,207.627426,203.91832,662.507812,225.766373,198.682495,619.540161,204.767975,216.185883,628.58197,210.565018,235.325577,654.830078,271.982605,255.599091,745.011108,235.55687,229.214127,723.896179,232.23317,261.649841,706.855591,250.832855,296.125916,694.444824
307.154388,129.12616,755.25824,282.389343,115.540237,668.315796,351.669525,-408.052521,781.198608,362.050446,-369.130615,833.514648,322.330017,-157.365173,797.643738,354.441711,-159.807159,808.568237,379.663116,-151.752274,786.064514,322.201721,-202.204193,760.961975,307.981445,-220.754761,740.57373,341.080719,-223.799561,727.102722,321.480469,-147.070724,773.896667,295.493744,-162.272949,764.927612,313.952484,-193.830307,732.722229,318.089478,-122.668037,769.129761,303.703705,-147.19194,756.926331,312.36554,-173.602097,726.202759,298.278351,-128.824234,757.10376,297.753967,-144.340164,735.8479,309.525665,-160.513306,714.128662,406.939697,-144.224197,755.955994,386.185181,-180.649475,729.656372,384.160248,-162.650589,704.548401,388.273224,-129.434799,690.015259,268.033081,156.463821,693.181763,276.199921,181.643524,714.529358,283.41983,213.143738,732.506226,255.433502,159.869247,669.357605,228.756866,171.199036,693.137878,249.858246,165.178314,649.909363,216.569244,185.846069,668.356689,233.625778,179.740189,639.772583,207.771912,203.5681,662.930664,226.048965,198.228973,619.971375,205.021301,215.781754,628.991516,210.778442,234.967606,655.137268,272.286377,255.394226,745.362976,235.832855,228.970901,724.242737,232.424408,261.350311,707.216553,251.153656,295.899078,694.555725
307.233368,128.983215,755.327148,282.465088,115.467667,668.361572,351.781799,-408.234985,781.062317,362.195343,-369.29129,833.414001,322.38028,-157.510696,797.547607,354.516541,-160.050018,808.501526,379.769104,-152.03595,786.018433,322.318207,-202.306183,760.884827,307.939026,-220.736343,740.480896,340.909943,-223.796005,727.113708,321.70282,-147.183411,774.270691,295.664673,-162.359299,765.292358,313.870453,-193.70723,732.763245,318.355774,-122.666016,769.641235,303.894684,-147.050278,757.323364,312.339111,-173.25502,726.381958,298.477112,-128.58374,757.730774,297.90152,-143.85318,736.226501,309.356628,-159.718124,714.39801,407.071259,-144.47731,755.932495,386.109772,-180.778152,729.404358,383.94754,-162.404648,704.463989,387.922028,-128.844116,690.350159,268.3526,156.12178,693.701355,276.550171,181.392334,714.943787,283.899567,212.966461,732.785034,255.681,159.489182,669.860535,229.010284,170.931458,693.602539,250.118896,164.883423,650.590759,216.821991,185.4198,668.907104,233.871277,179.268906,640.21759,208.040298,203.197403,663.383911,226.281158,197.794235,620.419312,205.199448,215.296387,629.402039,210.994644,234.587616,655.56488,272.591492,255.121811,745.678955,236.031784,228.688354,724.718506,232.669769,261.078552,707.572998,251.093536,295.478088,695.139587
307.332062,128.91983,755.336182,282.492065,115.368858,668.413208,351.961517,-408.329437,781.038391,362.366516,-369.41626,833.363953,322.500671,-157.611801,797.556091,354.644073,-160.206619,808.50708,379.881287,-152.242371,786.095093,322.463623,-202.405106,760.987854,308.001251,-220.737488,740.613464,340.884003,-223.883575,726.826965,321.949738,-147.333176,774.647705,295.912445,-162.552628,765.806458,313.899719,-193.692245,733.004395,318.675995,-122.671837,770.085999,304.185669,-147.091568,757.840515,312.335815,-173.002518,726.708862,298.665131,-128.509048,758.386169,298.091614,-143.55368,736.744751,309.297241,-159.276093,714.904663,407.210999,-144.601974,755.936157,386.097992,-180.694962,729.288452,383.795563,-162.130722,704.50592,387.665741,-128.484375,690.510437,268.717743,155.789398,694.264771,276.975555,181.163727,715.441162,284.369904,212.753937,733.101257,255.923981,159.1082,670.405273,229.239243,170.538895,694.16571,250.452866,164.391129,650.921753,217.064423,184.972397,669.394714,234.106491,178.807175,640.762207,208.264511,202.724426,663.825256,226.484451,197.252655,620.990479,205.411377,214.743591,629.930054,211.081604,234.018829,655.987061,272.936707,254.928345,745.960876,236.318878,228.423355,725.160217,232.829254,260.688263,707.986328,251.336456,295.193878,695.417664
307.406464,128.851273,755.384094,282.523438,115.307419,668.483032,352.256531,-408.341278,781.177002,362.646637,-369.409393,833.483215,322.649475,-157.666275,797.642212,354.784393,-160.29187,808.610474,380.021362,-152.262207,786.159119,322.675079,-202.452225,761.120911,308.11499,-220.799088,740.772278,340.990234,-223.844864,726.895996,322.099915,-147.467484,774.908142,296.125763,-162.741791,766.229309,313.996674,-193.702896,733.214478,318.941528,-122.667557,770.349243,304.430389,-147.219955,758.286377,312.440277,-173.011505,727.137512,298.735687,-128.537781,758.96106,298.298096,-143.626709,737.310181,309.330322,-159.180374,715.273071,407.282471,-144.614853,755.967896,386.150879,-180.551895,729.255737,383.714111,-161.854446,704.560913,387.385834,-128.122055,690.762634,269.083069,155.457657,694.780334,277.233795,180.888672,715.913147,284.789337,212.64621,733.32959,256.150452,158.679779,670.990295,229.475983,170.204575,694.681091,250.968567,163.994049,651.75769,217.285187,184.574005,669.859924,234.537964,178.142578,641.936768,208.498169,202.236877,664.262512,226.782959,196.686371,621.424133,205.682373,214.147995,630.286926,211.269455,233.495071,656.324585,273.198212,254.709091,746.278687,236.466873,228.084396,725.611938,232.903397,260.359344,708.352844,251.251816,294.920654,695.753784
307.41626,128.836349,755.4245,282.545563,115.248871,668.518799,352.559509,-408.339722,781.372681,362.9086,-369.389679,833.678711,322.78537,-157.711548,797.781006,354.880096,-160.379257,808.696289,380.16745,-152.161667,786.195435,322.85199,-202.42868,761.33606,308.239044,-220.785904,741.039856,341.113953,-223.781937,727.010376,322.337708,-147.498779,775.392761,296.350281,-162.845978,766.70697,314.056335,-193.753387,733.54718,319.181702,-122.682808,770.868347,304.66333,-147.298828,758.816101,312.522705,-172.912857,727.453003,298.819092,-128.651245,759.564636,298.439331,-143.60614,737.882812,309.410919,-159.110138,715.724304,407.425751,-144.332764,756.175476,386.199829,-180.435043,729.25354,383.585297,-161.728851,704.617737,387.112885,-127.773003,690.963501,269.330414,155.177414,695.2724,277.45871,180.687546,716.251953,285.1138,212.561447,733.550964,256.388641,158.431244,671.429504,229.663071,169.869659,695.208923,251.117722,163.653152,652.265137,217.493973,184.1026,670.298401,234.718277,177.700836,642.281311,208.694351,201.799652,664.664185,227.031097,196.106766,621.834412,205.877884,213.541153,630.647217,211.315109,232.994278,656.624451,273.406891,254.524719,746.497498,236.613403,227.875702,725.930359,232.937302,260.067719,708.625854,251.303085,294.625519,695.898865
307.384827,128.823853,755.453613,282.508301,115.191589,668.55304,352.822815,-408.289612,781.669861,363.157928,-369.304169,833.978821,322.903046,-157.726486,797.948486,355.040955,-160.341049,808.819031,380.263184,-152.163437,786.407898,323.129913,-202.299332,761.531433,308.37619,-220.684418,741.316772,341.180145,-223.653976,727.202087,322.461517,-147.509003,775.705872,296.55368,-162.850754,767.094482,314.186401,-193.619476,733.707336,319.317902,-122.674561,771.114563,304.720428,-147.295822,759.239197,312.572479,-172.881546,727.765991,298.862061,-128.639908,759.947693,298.423767,-143.413391,738.059631,309.377197,-158.965851,716.021423,407.460541,-144.453171,756.23114,386.262756,-180.269714,729.366638,383.575348,-161.445068,704.699158,386.952698,-127.5336,691.282593,269.488861,154.872864,695.717102,277.631683,180.517853,716.599121,285.359863,212.506195,733.607483,256.40567,157.974045,671.883057,229.709122,169.640793,695.587402,251.219009,163.30188,652.628601,217.59436,183.734375,670.700134,234.82843,177.32962,642.591064,208.740295,201.391144,664.945251,227.198837,195.719879,622.093628,205.777649,212.899521,630.796265,211.344681,232.580307,656.857605,273.466583,254.393448,746.6651,236.699081,227.698486,726.229675,232.950653,259.78891,708.818542,251.307693,294.42514,696.002075
307.301514,128.884827,755.497803,282.487183,115.197372,668.589111,353.007965,-408.203766,782.010315,363.282166,-369.21991,834.291199,323.000214,-157.60614,798.156128,355.157593,-160.247864,808.986755,380.318298,-151.945969,786.468445,323.134613,-202.291855,761.836609,308.457336,-220.570206,741.520447,341.250854,-223.587067,727.380249,322.583374,-147.424377,775.931458,296.627014,-162.7509,767.316956,314.221008,-193.55426,734.014954,319.425171,-122.611755,771.296509,304.893127,-147.232559,759.314392,312.652313,-172.754349,727.924866,298.897095,-128.682144,760.073669,298.616516,-143.339951,738.197021,309.518158,-158.829285,716.148926,407.570343,-144.096085,756.456787,386.341217,-180.163193,729.521484,383.646027,-161.276993,704.810486,386.942841,-127.373505,691.461121,269.500427,154.680511,696.086121,277.630768,180.421005,716.841553,285.448914,212.41156,733.713318,256.336823,157.779022,672.161865,229.651962,169.444931,695.846191,251.185822,162.97789,652.937866,217.581665,183.446808,670.971863,234.795517,177.033524,642.829224,208.607788,201.095932,665.228394,227.067917,195.246902,622.389709,205.747345,212.521378,630.991699,211.224319,232.25322,657.029785,273.430359,254.363144,746.737671,236.644379,227.594299,726.386719,232.896194,259.646332,708.954468,251.152603,294.189026,696.028992
307.246429,128.976868,755.496521,282.468475,115.229515,668.601746,353.153778,-408.082794,782.357056,363.42041,-369.027435,834.614746,323.08432,-157.489044,798.418762,355.236816,-160.150818,809.094666,380.327271,-151.774216,786.566589,323.22998,-202.090591,762.047791,308.507416,-220.454727,741.788879,341.30365,-223.492203,727.676575,322.626465,-147.268051,776.127136,296.655396,-162.568832,767.39856,314.324493,-193.441299,734.120667,319.442627,-122.555206,771.383362,305.023407,-147.108582,759.26886,312.768524,-172.771729,727.971008,298.985138,-128.616089,760.06665,298.709564,-143.318329,738.196594,309.680298,-158.874344,716.190063,407.610565,-144.26207,756.569031,386.466034,-180.162155,729.703125,383.768738,-161.272949,704.914673,387.114594,-127.416092,691.507568,269.455261,154.543564,696.195618,277.590485,180.293427,716.987915,285.410675,212.386169,733.701538,256.150818,157.487137,672.33783,229.516479,169.280594,696.076172,250.842712,162.767212,653.082825,217.37738,183.252136,671.111877,234.394058,176.83316,642.972778,208.418793,200.9897,665.372986,226.852798,195.040268,622.53186,205.509109,212.299927,631.174805,211.030212,232.064178,657.178284,273.370148,254.27742,746.800537,236.571335,227.49588,726.504639,232.722717,259.540009,709.041016,250.969131,294.076691,696.057739
307.171082,129.090347,755.509705,282.423523,115.253647,668.585999,353.254211,-407.91098,782.703979,363.469574,-368.862732,834.934937,323.136261,-157.318573,798.719971,355.362183,-159.934891,809.23822,380.345825,-151.673981,786.600525,323.213562,-201.976593,762.285645,308.49707,-220.374374,742.023193,341.353577,-223.411057,727.9552,322.663269,-147.117432,776.260193,296.677277,-162.327332,767.424744,314.37674,-193.319153,734.250061,319.328552,-122.478966,771.416321,305.044678,-147.004425,759.108704,312.844299,-172.757416,727.967224,299.137451,-128.500473,759.867371,298.832245,-143.265701,738.104065,309.83429,-158.944168,716.149475,407.771332,-144.019882,756.783386,386.547241,-180.14978,729.958069,383.966309,-161.412704,705.091492,387.363403,-127.56498,691.640686,269.324066,154.452698,696.187439,277.379791,180.240997,716.960388,285.291412,212.39444,733.686646,255.857697,157.393372,672.344604,229.316193,169.245667,696.102722,250.425568,162.662567,653.042725,216.96022,183.21347,671.273987,233.919922,176.777252,643.011108,208.058182,200.959198,665.49884,226.331741,194.888641,622.562988,205.07637,212.206024,631.269409,210.704514,232.019302,657.225586,273.097717,254.336472,746.798523,236.4133,227.501617,726.477478,232.547165,259.523895,709.04364,250.884094,294.101746,696.050903
307.069214,129.173615,755.508423,282.367706,115.29892,668.617065,353.301819,-407.808929,783.005005,363.472107,-368.696869,835.211304,323.154907,-157.13028,798.938232,355.411682,-159.76503,809.352234,380.343414,-151.604645,786.598572,323.227234,-201.850967,762.460449,308.449554,-220.260742,742.282715,341.268494,-223.47966,728.178589,322.648621,-146.945328,776.352966,296.667694,-162.070847,767.490295,314.343262,-193.197342,734.397766,319.277496,-122.40728,771.441345,305.06842,-146.906479,759.006653,312.858948,-172.779526,727.946777,299.33667,-128.309296,759.720886,298.937439,-143.149994,737.980591,309.952209,-158.997864,716.084717,407.845062,-144.090744,756.828186,386.576324,-180.292725,730.114746,384.069153,-161.594131,705.131165,387.507996,-127.73716,691.683411,269.000397,154.409348,696.023376,277.166779,180.28302,716.806213,284.965118,212.456696,733.56781,255.489319,157.419495,672.267944,228.897507,169.269852,696.029175,249.881805,162.521774,652.756531,216.503494,183.290237,671.245178,233.277222,176.78363,642.944214,207.553406,201.020233,665.540894,225.905243,194.938965,622.528381,204.585785,212.229416,631.339722,210.313675,232.049637,657.168762,272.90387,254.376755,746.673584,236.148132,227.544281,726.391785,232.373322,259.585999,708.956848,250.563812,294.211304,695.91748
307.000275,129.277802,755.495422,282.309021,115.358955,668.597351,353.295227,-407.710785,783.220459,363.463715,-368.576538,835.41333,323.210052,-156.995132,799.086792,355.51889,-159.61969,809.378113,380.340851,-151.645905,786.646729,323.226379,-201.787186,762.582336,308.330872,-220.118164,742.448975,341.147522,-223.424438,728.325439,322.645752,-146.794769,776.472839,296.658081,-161.847397,767.565796,314.272736,-193.053925,734.518188,319.161102,-122.334625,771.442261,305.0867,-146.731339,758.91626,312.731506,-172.789429,727.906494,299.430878,-128.154343,759.571899,298.974976,-143.043884,737.937744,309.944031,-159.024231,716.055298,407.833588,-144.413193,756.85144,386.53952,-180.387726,730.202698,384.072662,-161.743347,705.190308,387.577759,-127.899597,691.625183,268.755402,154.465958,695.758606,276.898285,180.290756,716.544678,284.583801,212.448486,733.373779,255.141006,157.598587,671.954468,228.52092,169.45134,695.756409,249.203613,162.81456,652.327759,215.985962,183.507538,671.141418,232.726089,176.888016,642.784363,207.063919,201.232681,665.374939,225.32283,195.05574,622.411682,204.128693,212.449249,631.236267,209.92865,232.253937,657.020264,272.580902,254.423813,746.487976,235.852982,227.679672,726.211548,232.072723,259.721069,708.799683,250.359818,294.296539,695.802917
306.927521,129.311584,755.476196,282.273529,115.364395,668.552002,353.258698,-407.656189,783.304138,363.384674,-368.524139,835.466492,323.220154,-156.924698,799.198303,355.572815,-159.59465,809.351074,380.310455,-151.554138,786.550903,323.186127,-201.644409,762.653137,308.213104,-220.016098,742.562439,340.956543,-223.433868,728.412292,322.64209,-146.710068,776.543579,296.498718,-161.729919,767.532715,314.228577,-192.969879,734.512634,319.133209,-122.270264,771.422363,304.644409,-146.582581,758.671631,312.695831,-172.723495,727.874512,299.512024,-128.003235,759.446777,298.940002,-142.972229,737.84259,309.864594,-158.956009,715.937378,407.854584,-144.210739,756.842896,386.411835,-180.401718,730.17218,384.005859,-161.788239,705.121399,387.623505,-127.799644,691.632385,268.487549,154.628326,695.339844,276.649414,180.399612,716.180176,284.088715,212.492645,733.200439,254.725021,157.640732,671.624023,228.222397,169.67247,695.438904,248.746887,162.988617,651.987915,215.569504,183.744019,670.824402,232.234573,177.184006,642.534058,206.667648,201.524796,665.162292,224.97641,195.340805,622.13324,203.900177,212.813721,631.122437,209.59259,232.497635,656.813538,272.215515,254.552292,746.231445,235.534302,227.81044,725.911377,231.813293,259.899902,708.530579,250.152252,294.400238,695.659424
306.877899,129.303574,755.485413,282.250641,115.387466,668.522644,353.218079,-407.641785,783.258423,363.358124,-368.503418,835.480835,323.256287,-156.876831,799.254578,355.560028,-159.54303,809.288879,380.239075,-151.60817,786.432678,323.126404,-201.677704,762.638428,308.080505,-220.055161,742.598511,340.844452,-223.45784,728.361816,322.578949,-146.700043,776.554321,296.414581,-161.755493,767.572998,314.110565,-192.956085,734.557495,319.018066,-122.312599,771.356995,304.64679,-146.654861,758.515015,312.609283,-172.763916,727.781067,299.548462,-128.063232,759.309265,298.894958,-143.018875,737.751526,309.794922,-159.117783,715.926758,407.7612,-144.490021,756.745544,386.343933,-180.410202,730.059448,383.910156,-161.831772,705.010864,387.568451,-127.850899,691.519165,268.268433,154.811966,694.904053,276.417786,180.506088,715.8125,283.699463,212.551468,732.978882,254.549332,158.000992,671.132263,227.965164,169.910645,694.951904,248.478928,163.351273,651.524109,215.31987,184.107773,670.37677,232.023392,177.432846,642.202393,206.501923,201.849762,664.761597,224.838287,195.684708,621.69043,203.795303,213.185043,630.710571,209.471069,232.858414,656.505188,272.009247,254.752106,745.92511,235.302582,227.989136,725.559326,231.634735,260.107025,708.272644,250.014664,294.645203,695.401489
306.851196,129.295059,755.434082,282.161041,115.358818,668.477295,353.068298,-407.686859,783.143738,363.24649,-368.535767,835.330383,323.151367,-156.927292,799.19397,355.555664,-159.560211,809.13623,380.097015,-151.599487,786.215149,323.061493,-201.75769,762.530762,308.001343,-220.115234,742.511292,340.708771,-223.484879,728.267639,322.459656,-146.757767,776.504578,296.301758,-161.85762,767.548279,313.967682,-193.057678,734.484253,318.927612,-122.353897,771.263733,304.827026,-146.832413,758.466248,312.507965,-172.916855,727.749451,299.437073,-128.181519,759.235596,298.701752,-143.266998,737.784851,309.674805,-159.307785,715.883179,407.599701,-145.103806,756.35376,386.24762,-180.396011,729.913574,383.783752,-161.915756,704.900146,387.430176,-127.99839,691.32782,268.141144,155.04248,694.34491,276.264099,180.684616,715.336243,283.321655,212.649872,732.668945,254.445053,158.352249,670.581421,227.807419,170.154785,694.359436,248.361633,163.630173,651.019409,215.217285,184.365952,669.798401,231.945847,177.836502,641.763123,206.39415,202.145767,664.268433,224.828598,196.112793,621.259338,203.738907,213.509613,630.235046,209.405045,233.154495,656.031189,271.61203,254.822617,745.730835,235.054703,228.146286,725.139099,231.478241,260.353851,707.890381,249.901413,294.83667,695.163757
306.783203,129.184494,755.371216,282.116516,115.316742,668.442566,352.948303,-407.815582,782.870605,363.06488,-368.701508,835.073303,323.053955,-157.014893,799.066895,355.491333,-159.670624,808.994141,379.997009,-151.637726,786.054016,322.951172,-201.871506,762.40332,307.901093,-220.19075,742.374817,340.602692,-223.55455,728.090576,322.350128,-146.926865,776.374695,296.194702,-162.083969,767.54895,313.840027,-193.183075,734.353699,318.887512,-122.531227,771.147583,304.44223,-146.902863,758.441345,312.35376,-173.076843,727.641541,299.254364,-128.392578,759.218018,298.503601,-143.67215,737.904541,309.419159,-159.554184,715.846375,407.553589,-144.889465,756.248962,386.072693,-180.475784,729.680908,383.585449,-161.893219,704.72821,387.091858,-128.150238,691.203979,268.196899,155.287827,693.819702,276.298492,180.898148,715.109558,282.988586,212.76535,732.390503,254.50705,158.6008,670.074585,227.834488,170.393951,693.781372,248.541183,164.021652,650.453308,215.275253,184.672592,669.226379,232.354584,177.875107,641.37561,206.468719,202.428116,663.67157,225.046906,196.435074,620.741455,203.983246,213.845718,629.688904,209.44519,233.418228,655.563843,271.371246,254.913559,745.414551,234.936707,228.257233,724.709167,231.381424,260.516968,707.54541,249.869232,295.062256,694.959656
306.744385,129.059219,755.363098,282.134216,115.261208,668.403259,352.744781,-407.95636,782.512207,362.938782,-368.874268,834.803101,322.908478,-157.202209,798.899841,355.344879,-159.876053,808.798889,379.867035,-151.833664,785.910461,322.82132,-201.968216,762.173218,307.780823,-220.3517,742.151978,340.449646,-223.672028,727.770691,322.208832,-147.136368,776.264221,296.065399,-162.292847,767.486755,313.540314,-193.335175,734.140564,318.761108,-122.705536,771.03241,304.219208,-147.170837,758.419128,312.219818,-173.215546,727.52655,298.960449,-128.728516,759.200073,298.169159,-143.968719,737.838623,309.130157,-159.75058,715.730164,407.384583,-144.996979,756.030884,385.932953,-180.571976,729.499084,383.403107,-161.851624,704.559265,386.967377,-128.158554,690.955505,268.217224,155.452911,693.480347,276.263763,181.030334,714.810608,282.609406,212.726074,732.356934,254.664566,158.815781,669.638245,227.901428,170.590576,693.24054,248.928665,164.252563,649.95874,215.560532,184.882278,668.610046,232.732712,178.169464,640.945068,206.702225,202.628052,663.061035,225.41188,196.755127,620.225281,204.190964,214.04068,628.981689,209.765732,233.707794,654.96991,271.210999,255.046371,745.214478,234.815445,228.409317,724.305054,231.398605,260.695251,707.176758,249.818985,295.270325,694.77124
306.699677,128.910431,755.357239,282.111328,115.13298,668.349121,352.52594,-408.153656,782.110291,362.665497,-369.124298,834.387756,322.813751,-157.376617,798.691223,355.222015,-160.059082,808.534912,379.742004,-152.001266,785.645935,322.636475,-202.198425,761.945862,307.652863,-220.46579,741.864014,340.369568,-223.694092,727.492737,322.106781,-147.341492,776.08429,295.920013,-162.505783,767.256958,313.519531,-193.438095,734.014832,318.641693,-122.838776,770.854614,304.135406,-147.295624,758.227966,312.055145,-173.420334,727.335327,298.717804,-129.101074,759.097961,297.798096,-144.375107,737.729004,308.957703,-159.959549,715.461548,407.233185,-145.106461,755.868408,385.836395,-180.666855,729.209534,383.228638,-161.982315,704.372498,386.875946,-128.283081,690.76886,268.28656,155.599075,693.209351,276.110657,181.143829,714.624939,282.466522,212.735306,732.266968,254.830597,158.931793,669.345764,227.94957,170.783463,692.747864,249.269226,164.564713,649.832214,215.874481,185.132645,668.02478,233.194107,178.367966,640.557739,207.036179,202.864105,662.497864,226.032562,197.023849,619.732849,204.704391,214.309128,628.382751,210.042145,233.883453,654.486145,271.149841,255.067947,745.024292,234.766083,228.48494,723.910828,231.418823,260.897675,706.89209,250.17691,295.461517,694.473938
306.715668,128.737946,755.304138,282.098328,115.053871,668.336182,352.262817,-408.351776,781.682251,362.434448,-369.34903,833.985413,322.69574,-157.59697,798.503967,355.110779,-160.225006,808.26593,379.597992,-152.186829,785.36554,322.624695,-202.264557,761.629456,307.488098,-220.590103,741.55365,340.18866,-223.848526,727.188904,321.975006,-147.503571,775.793457,295.748962,-162.710419,766.985718,313.455597,-193.580017,733.700928,318.471497,-123.023857,770.618469,304.002777,-147.620499,758.135193,311.896698,-173.61618,727.117676,298.536469,-129.36557,758.786743,297.533112,-144.49884,737.380066,308.769165,-160.205978,715.231934,407.11908,-145.309433,755.65564,385.725067,-180.800186,728.981506,383.125916,-162.181976,704.089355,386.873199,-128.347336,690.468506,268.214172,155.652222,693.136658,276.031219,181.210754,714.562927,282.308105,212.730408,732.266479,254.977417,159.028107,669.078735,227.974274,170.898438,692.418762,249.699371,164.664856,649.572693,216.113312,185.260529,667.58606,233.695953,179.168839,639.273499,207.366364,202.989975,662.049377,226.674377,197.180603,619.33905,205.254929,214.481857,627.869141,210.630203,234.080368,653.997681,271.093964,255.077942,744.924133,234.736664,228.595535,723.661743,231.670731,260.931976,706.502563,250.351395,295.449921,694.325439
306.690186,128.567215,755.302307,282.119141,114.977165,668.30835,351.953094,-408.574829,781.244202,362.158264,-369.631134,833.594177,322.537811,-157.874786,798.302612,354.970795,-160.469986,807.969666,379.45636,-152.479614,785.101562,322.321289,-202.514267,761.356628,307.388885,-220.700302,741.190186,340.069489,-224.032349,726.911255,321.798553,-147.683594,775.509277,295.586365,-162.822647,766.671936,313.253357,-193.729599,733.404358,318.284698,-123.236382,770.351135,303.764923,-147.685028,757.696167,311.824646,-173.75383,726.71875,298.356781,-129.570084,758.511719,297.478302,-144.642319,737.027832,308.706085,-160.335663,714.905518,406.9935,-145.592133,755.441956,385.583923,-181.063324,728.783203,383.118561,-162.571808,703.860229,386.93576,-128.80954,690.179688,268.217834,155.672119,693.162659,275.891907,181.134369,714.554565,282.312012,212.676971,732.282654,255.147156,158.998688,669.050964,228.094833,171.03186,692.194092,249.885712,164.665298,649.500671,216.387634,185.360931,667.299561,233.812469,179.172424,638.853821,207.736786,203.117569,661.690552,227.288971,197.26178,619.005859,205.884598,214.580338,627.484436,211.057968,234.196091,653.627625,271.108002,255.045502,744.889465,234.819244,228.652725,723.414673,231.84436,261.01358,706.286133,250.731445,295.480743,694.229004
