Marker1-X,Marker1-Y,Marker1-Z,Marker2-X,Marker2-Y,Marker2-Z,Marker3-X,Marker3-Y,Marker3-Z,Marker4-X,Marker4-Y,Marker4-Z,R-A1-X,R-A1-Y,R-A1-Z,R-A2-X,R-A2-Y,R-A2-Z,R-A3-X,R-A3-Y,R-A3-Z,R-B1-X,R-B1-Y,R-B1-Z,R-B2-X,R-B2-Y,R-B2-Z,R-B3-X,R-B3-Y,R-B3-Z,R-C1-X,R-C1-Y,R-C1-Z,R-C2-X,R-C2-Y,R-C2-Z,R-C3-X,R-C3-Y,R-C3-Z,R-D1-X,R-D1-Y,R-D1-Z,R-D2-X,R-D2-Y,R-D2-Z,R-D3-X,R-D3-Y,R-D3-Z,R-E1-X,R-E1-Y,R-E1-Z,R-E2-X,R-E2-Y,R-E2-Z,R-E3-X,R-E3-Y,R-E3-Z,R-Wan-nei-X,R-Wan-nei-Y,R-Wan-nei-Z,R-Wan-1-X,R-Wan-1-Y,R-Wan-1-Z,R-Wan-2-X,R-Wan-2-Y,R-Wan-2-Z,R-Wan-wai-X,R-Wan-wai-Y,R-Wan-wai-Z
216.650894,145.226685,753.181519,193.062134,134.57843,665.425293,226.731171,-394.203125,770.224304,238.818893,-356.603516,823.658569,189.147181,191.981542,757.127625,189.627141,224.277547,771.883219,193.490128,260.164246,779.352844,202.959061,201.66836,734.143168,177.055496,185.314301,734.169088,146.454473,208.937887,740.451782,nan,nan,nan,176.040395,185.644836,707.596151,143.332987,215.064275,705.144836,nan,nan,nan,163.554611,195.628387,687.138123,139.980245,231.077886,691.454549,185.048609,210.864655,672.734233,159.074107,220.572372,663.518799,153.393138,251.232839,675.48995,187.02504,297.705699,774.153117,150.244151,273.799489,748.433919,161.047933,296.836924,723.257161,184.354945,326.885915,710.966309
216.609131,145.226166,753.200623,193.061569,134.57962,665.439575,226.712799,-394.194824,770.247192,238.792053,-356.599152,823.680176,189.179952,191.970718,757.075745,189.621969,224.251048,771.831034,193.453939,260.142069,779.308228,203.013133,201.673981,734.107727,177.099798,185.294093,734.085409,146.476847,208.888952,740.375224,nan,nan,nan,176.113352,185.624903,707.523519,143.40302,215.049393,705.039795,nan,nan,nan,163.655121,195.629857,687.04777,140.034027,231.042791,691.375712,185.180089,210.89062,672.656392,159.171982,220.555898,663.441895,153.444778,251.182922,675.416728,186.976802,297.676239,774.115316,150.250565,273.776957,748.339681,161.023519,296.805817,723.19755,184.346731,326.88622,710.909526
216.596649,145.232727,753.180603,193.026947,134.604889,665.437439,226.711685,-394.188995,770.247559,238.772018,-356.589539,823.691528,189.233938,191.937892,756.968567,189.647771,224.229436,771.750163,193.439748,260.131582,779.235433,203.087189,201.70105,734.015971,177.153641,185.269109,733.978577,146.535833,208.838526,740.272237,nan,nan,nan,176.162949,185.618942,707.423238,143.463455,215.030802,704.941549,nan,nan,nan,163.757899,195.643941,686.927063,140.080724,231.011317,691.291463,185.251994,210.879354,672.57015,159.247355,220.571752,663.328918,153.486806,251.173676,675.368469,186.951787,297.630198,774.073792,150.247777,273.748596,748.2712,161.005157,296.778392,723.155192,184.337514,326.894694,710.861003
216.551605,145.24147,753.201233,192.994568,134.59201,665.453308,226.687515,-394.191711,770.25592,238.77977,-356.559998,823.683899,189.284317,191.913696,756.830526,189.70225,224.170135,771.663534,193.443883,260.093913,779.139221,203.114746,201.688039,733.884237,177.196162,185.248561,733.807638,146.574814,208.787964,740.147949,nan,nan,nan,176.205043,185.626119,707.267212,143.499359,215.033539,704.829346,nan,nan,nan,163.79333,195.66214,686.790344,140.108968,231.010874,691.200155,185.259176,210.923487,672.420146,159.250275,220.590256,663.233317,153.516235,251.17602,675.303548,186.967677,297.584839,774.009277,150.262833,273.715993,748.201518,160.995183,296.748749,723.105591,184.36056,326.918711,710.814412
216.566666,145.235947,753.189819,192.996597,134.608292,665.447327,226.662491,-394.190613,770.241882,238.732986,-356.576691,823.693481,189.31572,191.867854,756.613647,189.726852,224.108363,771.547241,193.501785,260.041707,779.03538,203.101217,201.647405,733.688375,177.232681,185.228317,733.616516,146.608439,208.763341,740.016683,nan,nan,nan,176.200282,185.63858,707.119222,143.497259,215.029872,704.717896,nan,nan,nan,163.759725,195.682312,686.660645,140.094091,231.037415,691.108643,185.195882,210.946136,672.269246,159.208023,220.643707,663.118042,153.477193,251.226898,675.255636,187.001022,297.522919,773.94342,150.293254,273.680634,748.154867,161.012309,296.734151,723.085002,184.360062,326.916575,710.78656
216.547516,145.237564,753.177307,192.999405,134.606171,665.452393,226.631149,-394.20047,770.228455,238.705582,-356.596313,823.669067,189.348668,191.782303,756.377482,189.748001,224.037191,771.421895,193.560908,259.943156,778.921122,203.059296,201.607051,733.475891,177.221654,185.215586,733.3927,146.604202,208.718913,739.839355,nan,nan,nan,176.149618,185.64772,706.954427,143.444814,215.05161,704.624471,nan,nan,nan,163.660726,195.695231,686.521098,140.030243,231.090602,691.037801,185.078008,210.974869,672.095703,159.085658,220.710688,663.009054,153.397588,251.290736,675.158976,187.072011,297.466888,773.875854,150.314346,273.643504,748.136332,161.019491,296.723307,723.053975,184.374186,326.910706,710.732585
216.505798,145.238205,753.217285,192.989746,134.605042,665.457581,226.606857,-394.19165,770.17804,238.667328,-356.613525,823.650574,189.346598,191.708318,756.143066,189.747543,223.982585,771.267436,193.624603,259.848022,778.799988,203.011383,201.582504,733.291545,177.188578,185.209127,733.16866,146.584529,208.685415,739.650798,nan,nan,nan,176.025767,185.627416,706.819743,143.344142,215.053228,704.57314,nan,nan,nan,163.528056,195.72109,686.380981,139.9216,231.135752,690.998779,184.91774,210.985199,671.972514,158.933009,220.803335,662.889425,153.285436,251.35348,675.111816,187.134079,297.417521,773.819112,150.332769,273.605174,748.119161,161.028102,296.71817,723.03951,184.347082,326.895091,710.712443
216.52536,145.248138,753.201904,192.977951,134.621033,665.459595,226.546967,-394.204742,770.168457,238.621719,-356.611725,823.644226,189.319911,191.636876,755.957214,189.757889,223.941208,771.151978,193.653447,259.763458,778.697673,202.963837,201.587555,733.163859,177.133382,185.21875,732.951599,146.527145,208.662862,739.473653,nan,nan,nan,175.880885,185.599477,706.700195,143.234141,215.066717,704.532511,nan,nan,nan,163.379094,195.738566,686.265076,139.796972,231.161346,690.982239,184.733856,210.977554,671.854492,158.736399,220.867762,662.821106,153.168086,251.397146,675.055542,187.191305,297.390137,773.769816,150.33726,273.586609,748.095093,161.01383,296.706095,723.006409,184.327942,326.888112,710.675028
216.525848,145.239746,753.210754,192.972702,134.60968,665.461853,226.504822,-394.209167,770.155273,238.585281,-356.613647,823.609131,189.239085,191.614482,755.837179,189.726847,223.921137,771.060608,193.641713,259.728699,778.632222,202.931412,201.612295,733.103516,177.056885,185.241648,732.770365,146.46139,208.672526,739.334696,nan,nan,nan,175.746073,185.576243,706.610758,143.11879,215.054825,704.481995,nan,nan,nan,163.225713,195.756048,686.192098,139.677699,231.172816,690.961751,184.571437,210.976812,671.764425,158.57781,220.90005,662.776998,153.051666,251.418864,675.023926,187.209742,297.37203,773.713114,150.332474,273.569265,748.084269,160.995931,296.696136,722.973796,184.283295,326.8626,710.651733
216.504288,145.208313,753.185791,192.974335,134.606247,665.449158,226.4561,-394.216309,770.151489,238.508301,-356.643188,823.594421,189.130117,191.588058,755.750448,189.639796,223.907227,771.002401,193.59022,259.723999,778.586792,202.854935,201.602641,733.057353,176.937398,185.255397,732.64443,146.346125,208.681305,739.203695,nan,nan,nan,175.631744,185.571996,706.527364,143.034902,215.071498,704.415283,nan,nan,nan,163.105326,195.755697,686.151143,139.585154,231.191452,690.921224,184.438792,210.941508,671.667379,158.457087,220.88973,662.722656,152.984329,251.414942,674.960734,187.173615,297.365133,773.65623,150.296122,273.574056,748.055583,160.965805,296.709564,722.908691,184.279546,326.852366,710.595459
216.51033,145.249207,753.194458,192.982483,134.609726,665.445129,226.425827,-394.224854,770.122009,238.44902,-356.626892,823.584961,188.976044,191.572764,755.696025,189.503321,223.87969,770.947184,193.501002,259.724711,778.542196,202.765717,201.565333,733.02299,176.807851,185.27062,732.524333,146.225515,208.698466,739.049459,nan,nan,nan,175.52621,185.569819,706.435913,142.950882,215.080633,704.321248,nan,nan,nan,163.027044,195.768717,686.088013,139.516571,231.206909,690.818298,184.384989,210.925471,671.583089,158.430562,220.881348,662.624288,152.931285,251.446391,674.876322,187.103755,297.344106,773.585938,150.23467,273.5625,747.972229,160.930944,296.729004,722.824646,184.254232,326.812866,710.535238
216.497314,145.211746,753.201355,192.962906,134.610474,665.44928,226.360184,-394.226715,770.11969,238.388367,-356.657593,823.557617,188.794973,191.55722,755.609823,189.340088,223.856684,770.88737,193.353216,259.720378,778.47052,202.631922,201.503311,732.970581,176.676448,185.268138,732.391622,146.086365,208.713745,738.884664,nan,nan,nan,175.434992,185.591105,706.317932,142.874349,215.126506,704.187337,nan,nan,nan,162.969518,195.76829,685.97404,139.485575,231.219503,690.659281,184.360992,210.941864,671.478984,158.425044,220.889481,662.480754,152.921524,251.469279,674.745402,187.003403,297.333171,773.504476,150.163396,273.584137,747.82609,160.866343,296.752462,722.713806,184.249395,326.807668,710.465759
216.48349,145.227432,753.207703,192.967529,134.609528,665.436035,226.289261,-394.233917,770.115723,238.350784,-356.6409,823.54895,188.630992,191.523621,755.480794,189.183909,223.855062,770.789551,193.205449,259.695557,778.376648,202.493754,201.474635,732.86731,176.543411,185.280919,732.217733,145.956172,208.738881,738.688253,nan,nan,nan,175.343155,185.605835,706.153646,142.780253,215.161484,704.005229,nan,nan,nan,162.912364,195.797134,685.794271,139.442932,231.256449,690.458923,184.340586,210.949427,671.360962,158.426387,220.934306,662.316325,152.900518,251.491811,674.566447,186.888346,297.314728,773.398193,150.080104,273.593424,747.655924,160.791967,296.765066,722.601786,184.251994,326.794322,710.37913
216.47821,145.244415,753.19397,192.965698,134.617294,665.432312,226.245956,-394.216858,770.124573,238.319031,-356.628754,823.563599,188.457901,191.487411,755.264221,189.043579,223.859253,770.638062,193.049911,259.64856,778.230286,202.359126,201.477091,732.691427,176.380859,185.277863,731.994019,145.813492,208.764023,738.444661,nan,nan,nan,175.236206,185.644374,705.933757,142.68365,215.22641,703.772054,nan,nan,nan,162.842112,195.82841,685.575846,139.382614,231.311849,690.234904,184.299825,211.028976,671.172872,158.391881,221.003886,662.12852,152.882462,251.501506,674.366313,186.770864,297.296987,773.26178,149.981308,273.615479,747.485881,160.693273,296.775574,722.485738,184.240468,326.816223,710.287272
216.437073,145.240906,753.204895,192.967438,134.621674,665.419495,226.219269,-394.215973,770.14093,238.270935,-356.647583,823.544678,188.29154,191.439138,754.966899,188.917562,223.801081,770.401204,192.938741,259.571503,778.02832,202.19517,201.455709,732.40861,176.121526,185.214498,731.717794,145.644821,208.787801,738.143677,nan,nan,nan,175.098262,185.685603,705.637492,142.567164,215.287903,703.504191,nan,nan,nan,162.749908,195.929367,685.287252,139.289937,231.415695,689.97054,184.238922,211.096268,670.930115,158.329915,221.106415,661.886536,152.805847,251.590683,674.13682,186.658564,297.245951,773.131449,149.876826,273.619242,747.299703,160.611267,296.793142,722.338013,184.183578,326.840281,710.185445
216.46196,145.26738,753.189819,192.939621,134.616455,665.466614,226.189194,-394.208496,770.137329,238.25853,-356.647919,823.570618,188.089712,191.375092,754.539408,188.764328,223.697057,770.052795,192.810013,259.438446,777.743998,201.999186,201.373133,732.034424,175.855052,185.148015,731.328145,145.483775,208.812663,737.756836,nan,nan,nan,174.936345,185.774907,705.238118,142.428889,215.387431,703.171712,nan,nan,nan,162.639053,196.054576,684.92039,139.17864,231.531301,689.630961,184.182048,211.273443,670.597717,158.260295,221.233724,661.579122,152.718374,251.699763,673.886556,186.570424,297.177073,772.952677,149.757548,273.603444,747.103923,160.589152,296.799856,722.133728,184.076914,326.884949,710.08606
216.414337,145.254395,753.211243,192.959717,134.619064,665.427124,226.171432,-394.205231,770.145447,238.230316,-356.62738,823.59668,187.882329,191.235845,753.959066,188.58992,223.543294,769.586589,192.67334,259.252767,777.345378,201.750331,201.262293,731.499532,175.57756,185.095083,730.770955,145.270137,208.849965,737.255697,nan,nan,nan,174.744258,185.913061,704.716614,142.253474,215.510635,702.758362,nan,nan,nan,162.51206,196.231954,684.436503,139.022298,231.680954,689.21169,184.138702,211.429072,670.206543,158.222153,221.40034,661.190287,152.649968,251.847071,673.5896,186.473557,297.064138,772.750936,149.652761,273.573171,746.867716,160.57811,296.819529,721.892782,183.979965,326.916423,709.948263
216.403473,145.272003,753.203613,192.94162,134.616806,665.42572,226.18631,-394.198395,770.165527,238.256363,-356.596985,823.619507,187.625031,191.045848,753.17806,188.369034,223.332291,768.985026,192.530187,258.973104,776.844849,201.462331,201.145925,730.794271,175.305796,185.107747,729.994853,145.018545,208.899256,736.618103,nan,nan,nan,174.503789,186.07812,704.02358,142.040995,215.69015,702.211528,nan,nan,nan,162.350479,196.459142,683.822571,138.831319,231.878794,688.69637,184.119405,211.690333,669.71521,158.179306,221.623556,660.738688,152.576574,252.009282,673.234253,186.390249,296.933512,772.479919,149.527857,273.523712,746.594747,160.449895,296.869619,721.706116,183.927053,326.957774,709.796692
216.399109,145.27681,753.191528,192.943436,134.645142,665.405518,226.210648,-394.175903,770.17157,238.244278,-356.598236,823.621521,187.309189,190.820577,752.221802,188.127014,223.079112,768.289368,192.384486,258.628062,776.222595,201.128403,201.083008,729.911092,174.948369,185.118052,729.016174,144.699763,208.965535,735.861287,nan,nan,nan,174.209732,186.286397,703.20341,141.770996,215.918915,701.537109,nan,nan,nan,162.106537,196.742427,683.075643,138.610057,232.141607,688.099894,184.054418,211.939306,669.117045,158.110179,221.910711,660.175639,152.492778,252.273824,672.799438,186.320709,296.74172,772.158,149.413874,273.474589,746.254395,160.349635,296.920685,721.461894,183.916143,327.003479,709.626689
216.398712,145.292511,753.21875,192.928986,134.639481,665.410522,226.239883,-394.179443,770.193481,238.280853,-356.576965,823.612671,186.942525,190.59639,751.162333,187.62498,222.840714,767.490926,192.21111,258.311412,775.479553,200.70933,200.975998,728.95756,174.490026,185.143387,727.923726,144.335236,209.048152,735.017334,nan,nan,nan,173.918691,186.55747,702.277527,141.453822,216.195796,700.764506,nan,nan,nan,161.812378,197.092529,682.196309,138.3538,232.486715,687.416687,183.921834,212.284007,668.387695,157.964081,222.273366,659.514954,152.35021,252.574605,672.250448,186.271139,296.543213,771.755656,149.277273,273.452047,745.844177,160.214167,297.015259,721.169576,183.923208,327.086202,709.402588
216.383347,145.287003,753.204041,192.926392,134.62825,665.413147,226.278656,-394.157562,770.203186,238.291641,-356.564453,823.66864,186.499354,190.413172,750.060303,187.292043,222.618515,766.652445,192.013412,257.978872,774.749613,200.188461,200.696691,728.058004,174.049332,185.161051,726.691264,143.930649,209.164291,734.07491,nan,nan,nan,173.501597,186.793406,701.264486,141.110143,216.5006,699.93988,nan,nan,nan,161.432327,197.440791,681.252421,138.050074,232.86407,686.668986,183.722488,212.613078,667.588074,157.765416,222.663071,658.756449,152.178955,252.911962,671.592773,186.207057,296.355347,771.297628,149.289719,273.473307,745.270955,160.184667,297.106262,720.752075,183.909673,327.166565,709.101115
216.38118,145.314407,753.195068,192.921417,134.651398,665.399231,226.314102,-394.152161,770.208923,238.343033,-356.524994,823.675781,186.028142,190.258113,748.940409,186.700073,222.470169,765.750875,191.752146,257.731415,773.928345,199.623052,200.368805,727.146952,173.556142,185.199941,725.409302,143.478826,209.317022,733.037964,nan,nan,nan,173.048848,187.032049,700.180868,140.745193,216.832357,699.076742,nan,nan,nan,161.023773,197.822261,680.264791,137.716446,233.275197,685.863302,183.510493,212.987951,666.739319,157.603907,223.131816,657.82314,151.981583,253.246552,670.885722,186.090795,296.201589,770.802551,149.269038,273.523244,744.604431,160.076162,297.250763,720.292745,183.889079,327.26122,708.7488
216.396164,145.317139,753.202026,192.937286,134.656525,665.401611,226.370163,-394.136932,770.241394,238.33255,-356.532288,823.71698,185.480677,190.158417,747.776571,186.284032,222.299896,764.817973,191.46139,257.460876,773.136983,199.031164,200.115463,726.165873,173.010752,185.253179,724.058228,143.000605,209.514801,731.884115,nan,nan,nan,172.477763,187.235026,699.027242,140.331889,217.210017,698.143555,nan,nan,nan,160.538834,198.218633,679.235291,137.358861,233.713069,685.008484,183.339162,213.381775,665.873962,157.439641,223.605489,656.858866,151.766703,253.613169,670.13324,185.935633,296.071503,770.256897,149.220128,273.605143,743.881877,159.97554,297.404053,719.755086,183.856908,327.357697,708.369039
216.370148,145.311615,753.201355,192.908279,134.640732,665.406921,226.402313,-394.124908,770.289307,238.425095,-356.506287,823.751648,184.890798,190.070302,746.544556,185.62853,222.159103,763.776204,191.123912,257.222076,772.220235,198.49353,200.056941,725.049174,172.363597,185.389542,722.648539,142.468567,209.750778,730.637004,nan,nan,nan,171.914251,187.522858,697.833293,139.922745,217.629964,697.117391,nan,nan,nan,160.047618,198.679977,678.134196,136.970144,234.211797,684.099752,183.089915,213.792943,664.963135,157.281764,224.141337,655.825562,151.557831,254.014949,669.363424,185.732066,295.93929,769.656738,149.001312,273.698853,743.178772,159.847539,297.587311,719.173787,183.839961,327.492299,707.974487
216.400299,145.316162,753.191345,192.929932,134.630875,665.395386,226.445526,-394.111694,770.302795,238.47583,-356.492096,823.77478,184.218948,189.985825,745.24467,185.133881,221.964198,762.675151,190.772074,256.945587,771.297363,197.932261,200.039932,723.870707,171.661535,185.571671,721.126587,141.88356,210.032394,729.259155,nan,nan,nan,171.291173,187.85261,696.553223,139.465851,218.114156,696.002136,nan,nan,nan,159.504166,199.198146,676.928406,136.530085,234.754684,683.121623,182.841334,214.254796,663.96995,157.031647,224.680339,654.862976,151.301661,254.478068,668.524638,185.524033,295.80249,769.009033,148.759791,273.805735,742.432271,159.673177,297.802806,718.566711,183.832311,327.638468,707.531169
216.400162,145.340164,753.185303,192.944794,134.645035,665.381653,226.47818,-394.100769,770.34491,238.503693,-356.474915,823.794434,183.487213,189.88942,743.840942,184.615056,221.778254,761.49235,190.380514,256.617961,770.319987,197.317403,200.005788,722.626485,170.912175,185.808538,719.459229,141.261068,210.343074,727.807373,nan,nan,nan,170.620127,188.212168,695.182495,138.985031,218.626175,694.846029,nan,nan,nan,158.903926,199.764913,675.658407,136.060354,235.349065,682.076599,182.503937,214.783051,662.911438,156.726186,225.310079,653.795268,151.014709,255.016525,667.661072,185.308258,295.653422,768.340963,148.5127,273.910919,741.647339,159.487742,298.020426,717.946981,183.820196,327.806895,707.062419
216.403427,145.337784,753.179932,192.943085,134.639908,665.379578,226.499649,-394.09848,770.404419,238.527313,-356.475037,823.821716,182.714447,189.746414,742.279236,184.070557,221.554906,760.274862,189.955419,256.261068,769.276917,196.608073,199.965983,721.279928,170.078842,186.058706,717.696716,140.601888,210.710444,726.249858,nan,nan,nan,169.926626,188.637899,693.719828,138.39418,219.188034,693.625488,nan,nan,nan,158.256902,200.402608,674.289571,135.527705,235.974391,680.999349,182.0958,215.406667,661.749858,156.301666,225.989146,652.703654,150.610962,255.607869,666.779134,185.080322,295.476685,767.661011,148.231445,274.005361,740.837321,159.272329,298.253876,717.329407,183.740306,327.990194,706.608663
216.407608,145.377396,753.168823,192.937836,134.64328,665.379761,226.554504,-394.083191,770.44574,238.521774,-356.459381,823.882141,181.903473,189.61172,740.588725,183.519145,221.315308,758.916626,189.544017,255.832255,768.16453,195.813471,199.952438,719.77297,169.159765,186.317551,715.829956,139.89741,211.080577,724.658671,nan,nan,nan,169.16391,189.104492,692.146851,137.755859,219.759908,692.356283,nan,nan,nan,157.560328,201.098277,672.866455,134.934428,236.669907,679.893209,181.533244,216.099894,660.506734,155.766286,226.760264,651.545797,150.148997,256.281118,665.851685,184.869858,295.277598,766.953125,147.931274,274.091736,740.028646,159.030426,298.486094,716.70343,183.588038,328.171183,706.151774
216.405884,145.356201,753.18988,192.941833,134.636002,665.358459,226.563904,-394.059662,770.517883,238.548309,-356.437439,823.90741,181.023529,189.483734,738.750081,182.940872,221.013275,757.443929,189.152267,255.366521,766.965149,194.951955,199.948059,718.111328,168.177399,186.592092,713.820435,139.129028,211.487956,722.963196,nan,nan,nan,168.338572,189.62944,690.437236,137.03953,220.399668,691.005046,nan,nan,nan,156.813873,201.874379,671.341125,134.283625,237.412598,678.754069,180.853795,216.817083,659.141296,155.144145,227.613149,650.348938,149.601741,257.044088,664.897034,184.646825,295.027934,766.216654,147.603612,274.154612,739.216309,158.772079,298.733988,716.105591,183.408559,328.3414,705.754049
216.394547,145.341751,753.158752,192.931,134.63884,665.375732,226.580063,-394.053925,770.565613,238.584335,-356.432068,823.96582,180.077988,189.364726,736.835693,182.317891,220.686239,755.848368,188.757879,254.830297,765.690308,194.054789,199.964289,716.329976,167.148397,186.894282,711.703044,138.301631,211.892797,721.221598,nan,nan,nan,167.468623,190.214706,688.6085,136.296219,221.086131,689.605611,nan,nan,nan,156.001846,202.717946,669.722392,133.59668,238.229034,677.532491,180.126358,217.569326,657.691142,154.478394,228.581945,649.050863,149.054484,257.934804,663.856547,184.453766,294.727895,765.445923,147.273692,274.202535,738.383382,158.50471,298.97936,715.486186,183.265355,328.500559,705.336772
216.378891,145.36821,753.169006,193.010696,134.628067,665.420288,226.605423,-394.056091,770.606934,238.595459,-356.405151,824.024109,179.110204,189.246078,734.832011,181.699417,220.289169,754.239787,188.364934,254.268555,764.404541,193.158101,199.986186,714.490234,166.121414,187.222529,709.50234,137.463547,212.322759,719.383667,nan,nan,nan,166.552475,190.816396,686.723531,135.5162,221.819397,688.102071,nan,nan,nan,155.15655,203.618841,667.989644,132.898346,239.113113,676.247904,179.400055,218.382762,656.202189,153.821335,229.626928,647.675985,148.472326,258.840902,662.795349,184.224803,294.381287,764.639221,146.928207,274.251088,737.505107,158.203384,299.24767,714.862793,183.126887,328.656718,704.926188
216.377838,145.39299,753.169556,192.968704,134.596039,665.41925,226.627289,-394.027618,770.6474,238.61734,-356.386566,824.056824,178.206004,189.1548,732.874797,181.088837,219.924271,752.648234,187.93692,253.758148,763.140035,192.278844,200.009852,712.655396,165.136424,187.577698,707.370667,136.649414,212.755112,717.531169,nan,nan,nan,165.630737,191.449493,684.821798,134.760493,222.578176,686.534403,nan,nan,nan,154.33431,204.522227,666.204447,132.209223,239.993159,674.885925,178.6978,219.208023,654.690389,153.176636,230.651479,646.238892,147.924861,259.731781,661.678528,183.966283,294.06544,763.811178,146.57401,274.321676,736.560445,157.890294,299.518148,714.161662,183.036499,328.838023,704.420675
216.370346,145.388,753.183838,192.958557,134.585388,665.399414,226.62851,-394.028442,770.708069,238.62294,-356.362488,824.111084,177.514638,189.182109,731.03068,180.556636,219.646718,751.155477,187.505051,253.365423,761.952677,191.596644,200.350189,710.844706,164.228195,188.07578,705.361186,135.917404,213.158798,715.73525,nan,nan,nan,164.746185,192.00087,683.014811,134.040003,223.279419,684.962199,nan,nan,nan,153.575241,205.352992,664.496257,131.588206,240.810262,673.49707,178.08105,219.989629,653.201213,152.613658,231.614024,644.800598,147.427968,260.516296,660.55483,183.643199,293.832062,762.940979,146.18249,274.429311,735.536641,157.570058,299.797262,713.369242,182.926178,329.015737,703.862874
216.355164,145.40242,753.175293,192.911346,134.605927,665.402222,226.651733,-394.012268,770.738831,238.623001,-356.370667,824.160828,176.901469,189.189468,729.435933,180.044617,219.488454,749.794902,187.031469,253.088165,760.802633,190.980855,200.639084,709.229513,163.466187,188.555232,703.565979,135.281113,213.533798,714.057231,nan,nan,nan,164.007533,192.493708,681.351868,133.421046,223.886587,683.467692,nan,nan,nan,152.951594,206.05396,662.908895,131.048655,241.494222,672.149089,177.518733,220.634552,651.7618,152.090861,232.4107,643.419739,147.002563,261.221436,659.416504,183.269725,293.708984,762.050924,145.792781,274.580688,734.448832,157.261983,300.042674,712.499654,182.833338,329.195903,703.164022
216.365585,145.421936,753.122803,192.918259,134.600204,665.330811,226.665054,-394.005371,770.77179,238.666397,-356.347656,824.190918,176.465296,189.226715,728.027059,179.646128,219.41718,748.532674,186.608643,252.930974,759.704793,190.541524,200.935979,707.777344,162.841609,188.973531,701.961772,134.744787,213.834468,712.557597,nan,nan,nan,163.434377,192.873149,679.857768,132.927038,224.334356,682.108459,nan,nan,nan,152.457738,206.591934,661.457886,130.605092,242.027715,670.869242,177.017588,221.164408,650.421977,151.64534,233.063014,642.146484,146.634064,261.76769,658.298604,182.852702,293.650564,761.129862,145.378377,274.695353,733.352478,156.912196,300.263936,711.579,182.591939,329.370433,702.444051
216.353027,145.413345,753.122314,192.904861,134.61911,665.364563,226.684692,-393.988464,770.832581,238.667252,-356.336243,824.247314,176.10731,189.23201,726.764242,179.305873,219.358724,747.348612,186.232656,252.833211,758.613729,190.018819,201.066121,706.472107,162.362249,189.170293,700.521606,134.290385,214.037521,711.204305,nan,nan,nan,162.995275,193.167191,678.469503,132.501587,224.664205,680.846802,nan,nan,nan,152.047129,207.007284,660.1132,130.218669,242.431249,669.705444,176.608587,221.597809,649.132731,151.241048,233.53654,640.95992,146.249242,262.193827,657.243713,182.451396,293.629537,760.21342,145.006694,274.782511,732.303019,156.560567,300.436554,710.657247,182.316086,329.523987,701.661743
216.340912,145.411667,753.140625,192.901474,134.582825,665.350647,226.705704,-393.992249,770.90448,238.656815,-356.319611,824.30658,175.949031,189.266866,725.509176,179.107737,219.318787,746.163696,185.934143,252.762873,757.54836,189.651983,201.244405,705.188904,161.9829,189.331457,699.150004,133.933935,214.187388,709.916361,nan,nan,nan,162.600474,193.412689,677.13383,132.134084,224.923203,679.657532,nan,nan,nan,151.649165,207.335042,658.835571,129.844452,242.726547,668.571004,176.226303,221.963801,647.910136,150.828674,233.925766,639.870809,145.859395,262.521311,656.260091,182.094172,293.594035,759.300639,144.68396,274.825287,731.289144,156.211339,300.574188,709.737996,181.931259,329.665731,700.957052
216.346039,145.427719,753.139343,192.886887,134.575592,665.377319,226.697952,-393.999847,770.976501,238.673492,-356.304352,824.373352,175.888234,189.2571,724.216512,178.950185,219.231232,744.986023,185.720774,252.631648,756.443542,189.315908,201.37115,703.883403,161.673289,189.446503,697.794515,133.639043,214.253866,708.65861,185.786652,210.756332,693.722351,162.218501,193.633123,675.789205,131.740306,225.144608,678.487244,nan,nan,nan,151.231425,207.658463,657.579203,129.463038,242.996999,667.496094,175.795431,222.263148,646.693949,150.319646,234.251521,638.827332,145.42572,262.817098,655.32017,181.720739,293.459839,758.550252,144.407099,274.817942,730.309306,155.888947,300.684845,708.848572,181.604472,329.766866,700.228536
216.354263,145.437439,753.139465,192.889069,134.603699,665.348022,226.721344,-393.969727,771.03772,238.683594,-356.287994,824.423706,175.885239,189.169281,722.846659,178.878754,219.090551,743.743652,185.563329,252.435135,755.330037,189.106313,201.369507,702.494019,161.431061,189.54039,696.339701,133.394297,214.312897,707.383219,185.516769,210.450175,692.283285,161.85023,193.887243,674.373006,131.368632,225.344955,677.306803,nan,nan,nan,150.795278,207.983434,656.269674,129.074214,243.270381,666.412862,175.228806,222.516937,645.428996,149.678136,234.571548,637.824605,144.97639,263.096751,654.387634,181.39446,293.260732,757.775126,144.158844,274.770457,729.346334,155.515961,300.797587,708.043437,181.308039,329.848531,699.51886
216.34549,145.44136,753.126465,192.874176,134.606262,665.368286,226.73735,-393.951294,771.108154,238.701187,-356.240631,824.494507,175.916199,189.059545,721.365031,178.849655,218.866074,742.435872,185.476512,252.173101,754.154053,188.902364,201.371114,700.995321,161.185465,189.608215,694.818766,133.152039,214.327906,706.091614,185.275106,210.439906,690.860229,161.440709,194.102737,672.908915,130.975632,225.548314,676.098612,nan,nan,nan,150.341283,208.324351,654.945882,128.691264,243.55631,665.352844,174.616277,222.76768,644.030151,149.014465,234.90863,636.789754,144.53363,263.416606,653.45933,181.102442,292.994832,756.995565,143.927394,274.648753,728.40682,155.194489,300.860362,707.270671,181.113073,329.897593,698.792969
