Marker1-X,Marker1-Y,Marker1-Z,Marker2-X,Marker2-Y,Marker2-Z,Marker3-X,Marker3-Y,Marker3-Z,Marker4-X,Marker4-Y,Marker4-Z,R-A1-X,R-A1-Y,R-A1-Z,R-A2-X,R-A2-Y,R-A2-Z,R-A3-X,R-A3-Y,R-A3-Z,R-B1-X,R-B1-Y,R-B1-Z,R-B2-X,R-B2-Y,R-B2-Z,R-B3-X,R-B3-Y,R-B3-Z,R-C1-X,R-C1-Y,R-C1-Z,R-C2-X,R-C2-Y,R-C2-Z,R-C3-X,R-C3-Y,R-C3-Z,R-D1-X,R-D1-Y,R-D1-Z,R-D2-X,R-D2-Y,R-D2-Z,R-D3-X,R-D3-Y,R-D3-Z,R-E1-X,R-E1-Y,R-E1-Z,R-E2-X,R-E2-Y,R-E2-Z,R-E3-X,R-E3-Y,R-E3-Z,R-Wan-nei-X,R-Wan-nei-Y,R-Wan-nei-Z,R-Wan-1-X,R-Wan-1-Y,R-Wan-1-Z,R-Wan-2-X,R-Wan-2-Y,R-Wan-2-Z,R-Wan-wai-X,R-Wan-wai-Y,R-Wan-wai-Z
215.593979,144.442917,753.134583,192.998734,132.966965,665.317932,226.703369,-394.711487,775.270142,238.111084,-356.621979,828.456482,180.026382,179.745575,693.701436,184.467514,208.17308,716.235433,189.722758,240.108983,731.048686,191.044734,191.26975,673.342407,164.029266,179.052658,668.620321,137.431437,202.090652,685.185628,190.388809,201.335627,662.149577,163.811717,186.45194,644.822388,133.193034,216.267202,655.815938,nan,nan,nan,150.938995,202.611135,629.45577,128.965078,235.047872,646.954081,161.359873,219.042714,604.449137,141.732412,238.016093,611.755188,141.55751,260.450562,636.015605,183.091675,281.274648,739.523885,146.812195,261.47111,711.982666,154.734268,291.897329,692.94163,179.616689,324.133036,687.030741
215.552399,144.402603,753.135376,192.97287,132.945435,665.306702,226.58992,-394.786133,775.204529,238.015839,-356.6875,828.403625,179.90918,179.693949,693.704285,184.30632,208.084447,716.246847,189.632853,240.055827,731.053263,190.954651,191.234075,673.348877,163.951828,178.996699,668.664836,137.359889,202.042938,685.218201,190.299505,201.274378,662.160441,163.701014,186.417399,644.830729,133.130458,216.250397,655.812337,nan,nan,nan,150.861766,202.586929,629.472026,128.893992,235.040512,646.981588,161.375773,219.02891,604.521037,141.695058,237.969589,611.783976,141.511098,260.423238,636.011882,183.058039,281.250193,739.529277,146.772914,261.446493,711.998433,154.688029,291.868612,692.967407,179.6088,324.111053,687.045898
215.483002,144.352127,753.149597,192.94931,132.925064,665.269409,226.485321,-394.815826,775.168091,237.872528,-356.728149,828.341309,179.78506,179.666453,693.728414,184.245829,207.992981,716.304118,189.54129,239.994476,731.061198,190.857483,191.21401,673.379659,163.85612,178.945251,668.710775,137.293106,202.021881,685.251363,190.230265,201.228155,662.170939,163.594752,186.399317,644.851827,133.052404,216.246272,655.817973,nan,nan,nan,150.770131,202.566203,629.508809,128.826599,235.032369,647.000183,161.376933,219.023895,604.63265,141.65303,237.921397,611.824605,141.457331,260.403809,636.026978,183.021393,281.220561,739.545532,146.719777,261.429555,712.013387,154.646011,291.849436,692.992025,179.577703,324.071462,687.050191
215.43396,144.314606,753.160706,192.910019,132.876358,665.267334,226.382812,-394.86145,775.134644,237.777695,-356.7677,828.327332,179.679677,179.653559,693.783203,184.146423,207.97876,716.367249,189.462438,239.971395,731.0979,190.766098,191.223882,673.420451,163.775121,178.901321,668.764404,137.22816,201.979579,685.3019,190.203954,201.240265,662.182048,163.503138,186.382762,644.861043,132.990458,216.227503,655.839803,nan,nan,nan,150.687815,202.528071,629.553162,128.770742,235.011281,647.008464,161.380702,219.014867,604.745422,141.626719,237.869888,611.865417,141.408625,260.391113,636.061686,182.965647,281.190501,739.568461,146.657527,261.429667,712.036235,154.581874,291.82784,693.030334,179.542486,324.046092,687.067424
215.370819,144.265961,753.138977,192.871872,132.848526,665.281311,226.241684,-394.903168,775.107483,237.603622,-356.827209,828.299622,179.594747,179.640299,693.840027,184.030136,207.960297,716.40979,189.383458,239.963587,731.138387,190.690735,191.201004,673.489136,163.693014,179.102351,668.844767,137.183131,201.940491,685.357035,190.184992,201.250982,662.219666,163.458293,186.384867,644.875529,132.944839,216.209173,655.880798,nan,nan,nan,150.649521,202.506933,629.579915,128.736847,234.996806,647.015808,161.378077,218.982595,604.861145,141.597488,237.841599,611.900594,141.358231,260.370351,636.105713,182.924896,281.16157,739.589661,146.583755,261.426778,712.068502,154.522003,291.811137,693.062724,179.511668,324.032562,687.103943
215.274445,144.230515,753.150757,192.838623,132.828888,665.275024,226.110916,-394.909821,775.063538,237.485092,-356.829559,828.267273,179.537125,179.611186,693.868835,183.932846,207.94725,716.456706,189.3308,239.974955,731.174927,190.660365,191.204809,673.547872,163.66802,179.101023,668.877258,137.135376,201.908391,685.4033,190.191269,201.280991,662.230367,163.457591,186.384939,644.898254,132.916306,216.186488,655.910278,nan,nan,nan,150.650792,202.496053,629.606486,128.721761,234.984604,647.020447,161.37354,218.965093,604.929443,141.580378,237.813985,611.922262,141.305974,260.353689,636.149638,182.89301,281.154144,739.607402,146.525716,261.418874,712.097534,154.465663,291.788269,693.096252,179.491552,324.023855,687.1368
215.240173,144.257553,753.168213,192.80748,132.826614,665.291443,225.997284,-394.924133,775.029602,237.338165,-356.860199,828.264832,179.484833,179.592407,693.880391,183.879547,207.886617,716.516215,189.284032,239.973994,731.193624,190.652807,191.229731,673.580383,163.730748,178.996389,668.856689,137.105133,201.892059,685.423523,190.179469,201.272827,662.261759,163.463465,186.379918,644.932312,132.911987,216.178716,655.924947,nan,nan,nan,150.665838,202.488398,629.622416,128.712794,234.974085,647.030172,161.395976,218.99232,604.952006,141.546183,237.810211,611.943522,141.268143,260.342611,636.176188,182.869614,281.149445,739.621745,146.48643,261.399607,712.132812,154.428787,291.772146,693.119364,179.470637,324.0295,687.16626
215.153717,144.202957,753.175659,192.733124,132.813339,665.288757,225.865936,-394.93869,774.995178,237.173676,-356.872131,828.227234,179.450475,179.586197,693.88092,183.878021,207.824753,716.566671,189.240626,239.972585,731.213196,190.666662,191.263646,673.593628,163.804194,178.874268,668.823812,137.098333,201.87174,685.433675,190.19399,201.272085,662.290548,163.496114,186.377696,644.949239,132.908778,216.146998,655.923197,nan,nan,nan,150.668335,202.477763,629.6474,128.707189,234.953003,647.034993,161.388926,219.01592,604.93866,141.519597,237.812103,611.957642,141.236313,260.346476,636.1946,182.848073,281.139526,739.628906,146.472534,261.390157,712.156555,154.397863,291.75472,693.136658,179.49412,324.033783,687.137919
215.076645,144.23027,753.1698,192.678879,132.843765,665.306641,225.684753,-394.928955,774.967346,237.02446,-356.869476,828.226501,179.402629,179.584391,693.879191,183.927999,207.873764,716.567647,189.202474,239.967728,731.215759,190.676514,191.31779,673.601298,163.875641,178.746221,668.794067,137.110667,201.856934,685.430868,190.19046,201.285767,662.290853,163.525976,186.375982,644.934509,132.910934,216.127792,655.932638,nan,nan,nan,150.662649,202.464406,629.641439,128.689646,234.941884,647.036235,161.349553,219.014887,604.922445,141.480016,237.82784,611.962931,141.216487,260.350922,636.213135,182.823242,281.129862,739.647339,146.457637,261.380056,712.155965,154.359166,291.746429,693.154683,179.526306,324.044128,687.10616
215.013611,144.239944,753.161072,192.655441,132.915405,665.267273,225.508057,-394.929688,774.975891,236.838669,-356.879303,828.224365,179.364639,179.583618,693.860921,183.962463,207.911031,716.547099,189.178686,239.964035,731.208028,190.681941,191.30162,673.587565,163.881688,178.725138,668.798157,137.119812,201.851954,685.417684,190.214015,201.339035,662.261637,163.545995,186.390025,644.907735,132.908783,216.115199,655.915934,nan,nan,nan,150.65419,202.482463,629.61438,128.663752,234.928284,647.03127,161.281896,219.010437,604.905131,141.432973,237.833496,611.960449,141.17217,260.36674,636.233663,182.807424,281.114746,739.641174,146.437536,261.362193,712.141846,154.323568,291.747284,693.158875,179.560684,324.043386,687.086792
214.922638,144.268112,753.165649,192.608368,132.921936,665.236755,225.339905,-394.919556,774.987976,236.660614,-356.856018,828.237061,179.316274,179.586385,693.853739,183.987391,207.958801,716.511475,189.139018,239.958989,731.193034,190.653768,191.305796,673.574931,163.871572,178.726288,668.803223,137.101313,201.862829,685.405253,190.190481,201.338094,662.225464,163.52269,186.408991,644.891907,132.887416,216.117793,655.917643,nan,nan,nan,150.638179,202.511622,629.575012,128.637502,234.931493,647.020772,161.22759,219.053991,604.896139,141.354329,237.842646,611.959757,141.111364,260.38029,636.24705,182.778671,281.105001,739.642476,146.410914,261.338826,712.13796,154.293549,291.766073,693.150045,179.513814,324.060699,687.092021
214.844437,144.314194,753.158752,192.54921,132.979843,665.253601,225.163467,-394.872162,775.013855,236.491333,-356.821198,828.251038,179.247955,179.615514,693.852926,183.86673,208.037537,716.46403,189.103027,239.972432,731.173075,190.570196,191.296427,673.537638,163.840312,178.74619,668.816345,137.041128,201.847005,685.445821,190.143717,201.319773,662.204875,163.488312,186.421885,644.884074,132.84436,216.135178,655.919189,nan,nan,nan,150.587814,202.534337,629.55542,128.595393,234.934962,647.010864,161.155777,219.092189,604.884684,141.269079,237.882858,611.958537,141.035594,260.396525,636.253703,182.745346,281.109701,739.613342,146.370087,261.33667,712.131755,154.26771,291.776998,693.133504,179.465851,324.08905,687.10083
214.803101,144.353622,753.135132,192.469177,132.988388,665.246826,224.98497,-394.813721,775.098877,236.310181,-356.777618,828.330688,179.145238,179.641485,693.864624,183.753148,208.132167,716.410258,189.035105,239.986938,731.151774,190.489136,191.365646,673.523112,163.752848,178.758926,668.832581,136.980916,201.845016,685.501038,190.061157,201.286387,662.194804,163.450831,186.438141,644.890767,132.768555,216.162832,655.919169,nan,nan,nan,150.519597,202.555908,629.562398,128.545085,234.957494,647.016093,161.063115,219.109594,604.887044,141.198486,237.943156,611.956604,140.968084,260.414541,636.246073,182.690521,281.12973,739.60378,146.315837,261.364838,712.131836,154.200317,291.804738,693.131836,179.351817,324.109894,687.106425
214.668991,144.384323,753.145081,192.415741,133.058533,665.236084,224.81546,-394.748077,775.169434,236.126572,-356.703705,828.428955,179.004186,179.682058,693.863403,183.585063,208.226395,716.354553,188.94136,240.022949,731.120321,190.396657,191.460658,673.479024,163.65449,178.769313,668.88151,136.906728,201.840698,685.57314,189.977595,201.302317,662.181335,163.391774,186.449046,644.907756,132.692988,216.220088,655.896912,nan,nan,nan,150.441788,202.577718,629.558675,128.478032,234.985835,647.014119,160.938507,219.112722,604.897522,141.124268,237.985174,611.952291,140.903269,260.45933,636.22642,182.627553,281.174469,739.584391,146.265452,261.403687,712.100118,154.134115,291.820465,693.12797,179.230698,324.123332,687.143209
214.590561,144.457748,753.162109,192.318436,133.068863,665.252686,224.670059,-394.685883,775.305298,235.954987,-356.630371,828.564758,178.87323,179.729446,693.846395,183.398646,208.17218,716.368795,188.813248,240.050618,731.107503,190.330053,191.544378,673.44753,163.531682,178.754842,668.928284,136.836009,201.863759,685.650004,189.908834,201.341415,662.173421,163.320897,186.50854,644.858724,132.599757,216.285299,655.886373,nan,nan,nan,150.396876,202.61967,629.549276,128.373718,235.055974,647.041524,160.863871,219.135686,604.880859,141.052577,238.007777,611.931519,140.853816,260.506165,636.196737,182.560043,281.211985,739.586161,146.217239,261.453369,712.076619,154.057643,291.859446,693.103455,179.156041,324.151927,687.124593
214.501175,144.51622,753.179077,192.297333,133.111084,665.259766,224.526718,-394.631409,775.433289,235.802628,-356.557983,828.698486,178.746521,179.798436,693.808085,183.213857,208.117533,716.389933,188.684931,240.072627,731.087809,190.246251,191.598175,673.407206,163.458476,178.757014,668.998413,136.778447,201.87291,685.724182,189.849635,201.408473,662.185649,163.270498,186.540833,644.845459,132.539703,216.34081,655.892578,nan,nan,nan,150.368673,202.657852,629.526021,128.281601,235.12118,647.049032,160.794718,219.153585,604.85734,140.988907,238.025696,611.902649,140.810638,260.557017,636.156209,182.502767,281.261719,739.580872,146.17277,261.501017,712.034485,154.02503,291.894592,693.057353,179.157415,324.201792,687.081177
